zip,city,ev_2025,ev_2021,station_count,l2_ports,dcfc_ports,total_ports,total_ports_2021,ports_within_radius,evs_within_radius,evs_per_port_nearby,access_class,evs_per_port,vs_state_avg,evs_added,ports_added,service_category
90510,,6,5,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
90601,Whittier,1565,448,13,52,7,59,33,2007.0,104926.0,52.280019930244144,Well served,26.52542372881356,0.7970989375569809,1117,26,At or above average
90602,Whittier,993,193,1,2,0,2,2,2138.0,101911.0,47.6665107577175,"Fewer than 1,000 EVs",496.5,14.920011327364486,800,0,"Fewer than 1,000 EVs"
90603,Whittier,994,268,2,0,26,26,0,2610.0,105390.0,40.37931034482759,"Fewer than 1,000 EVs",38.23076923076923,1.1488489626927183,726,26,"Fewer than 1,000 EVs"
90604,Whittier,1328,326,5,10,0,10,2,2641.0,99738.0,37.76524043922757,Locally sparse - chargers nearby,132.8,3.9906898374098767,1002,8,Severely underserved (>3x state avg)
90605,Whittier,1213,311,1,0,1,1,0,2433.0,98596.0,40.52445540484998,Locally sparse - chargers nearby,1213.0,36.45110521670316,902,1,Severely underserved (>3x state avg)
90606,Whittier,764,192,6,4,20,24,0,2335.0,98073.0,42.00128479657388,"Fewer than 1,000 EVs",31.833333333333332,0.9566036131341445,572,24,"Fewer than 1,000 EVs"
90607,,6,5,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
90608,,10,3,0,0,0,0,0,,,,No location data,,,7,0,"Fewer than 1,000 EVs"
90609,,8,2,0,0,0,0,0,,,,No location data,,,6,0,"Fewer than 1,000 EVs"
90610,,2,0,0,0,0,0,0,,,,No location data,,,2,0,"Fewer than 1,000 EVs"
90620,Buena Park,2574,633,6,4,36,40,8,2780.0,123819.0,44.53920863309352,Well served,64.35,1.9337416493774513,1941,32,Below average
90621,Buena Park,2568,542,12,23,45,68,36,2682.0,111700.0,41.64802386278896,Well served,37.76470588235294,1.1348435841677627,2026,32,Below average
90622,,2,2,0,0,0,0,0,,,,No location data,,,0,0,"Fewer than 1,000 EVs"
90623,,1370,385,0,0,0,0,0,2811.0,107771.0,38.33902525791533,Locally sparse - chargers nearby,,,985,0,"1,000+ EVs, zero ports"
90626,,0,1,0,0,0,0,0,,,,No location data,,,-1,0,"Fewer than 1,000 EVs"
90630,Cypress,4099,1053,56,91,12,103,0,2900.0,116744.0,40.25655172413793,Well served,39.79611650485437,1.195888235725164,3046,103,Below average
90631,La Habra,3654,857,12,17,4,21,1,2412.0,106031.0,43.95978441127695,Locally sparse - chargers nearby,174.0,5.2287652990159526,2797,20,Severely underserved (>3x state avg)
90632,,6,5,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
90633,,4,1,0,0,0,0,0,,,,No location data,,,3,0,"Fewer than 1,000 EVs"
90637,,6,3,0,0,0,0,0,,,,No location data,,,3,0,"Fewer than 1,000 EVs"
90638,La Mirada,2719,658,27,50,4,54,7,2653.0,103839.0,39.1402186204297,Well served,50.351851851851855,1.5130920442767535,2061,47,Below average
90639,,6,0,0,0,0,0,0,2669.0,106216.0,39.796178343949045,"Fewer than 1,000 EVs",,,6,0,"Fewer than 1,000 EVs"
90640,Montebello,2069,471,31,76,72,148,23,4209.0,107390.0,25.514373960560704,Well served,13.97972972972973,0.42009612471512914,1598,125,At or above average
90650,Norwalk,2743,653,16,39,22,61,3,2223.0,95512.0,42.96536212325686,Well served,44.967213114754095,1.351281629470582,2090,58,Below average
90651,,2,2,0,0,0,0,0,,,,No location data,,,0,0,"Fewer than 1,000 EVs"
90652,,2,0,0,0,0,0,0,,,,No location data,,,2,0,"Fewer than 1,000 EVs"
90653,,0,1,0,0,0,0,0,,,,No location data,,,-1,0,"Fewer than 1,000 EVs"
90660,Pico Rivera,1447,282,4,71,8,79,0,2877.0,97455.0,33.87382690302398,Well served,18.31645569620253,0.5504163675015338,1165,79,At or above average
90662,,2,1,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
90670,Santa Fe Springs,859,306,11,21,14,35,0,2259.0,102235.0,45.25675077467906,"Fewer than 1,000 EVs",24.542857142857144,0.7375220676280302,553,35,"Fewer than 1,000 EVs"
90677,,0,1,0,0,0,0,0,,,,No location data,,,-1,0,"Fewer than 1,000 EVs"
90680,Stanton,1267,227,9,6,25,31,0,2822.0,120330.0,42.63997165131113,Well served,40.87096774193548,1.228187918771452,1040,31,Below average
90701,Artesia,752,165,1,12,0,12,0,2521.0,97156.0,38.5386751289171,"Fewer than 1,000 EVs",62.666666666666664,1.8831568509865881,587,12,"Fewer than 1,000 EVs"
90702,,3,0,0,0,0,0,0,,,,No location data,,,3,0,"Fewer than 1,000 EVs"
90703,Cerritos,4971,1518,26,51,24,75,24,2449.0,105819.0,43.20906492445896,Well served,66.28,1.9917388736711341,3453,51,Below average
90704,,39,31,0,0,0,0,0,0.0,39.0,,"Fewer than 1,000 EVs",,,8,0,"Fewer than 1,000 EVs"
90705,,0,1,0,0,0,0,0,,,,No location data,,,-1,0,"Fewer than 1,000 EVs"
90706,Bellflower,2049,461,22,36,19,55,2,2561.0,91336.0,35.66419367434596,Well served,37.25454545454546,1.1195130718582746,1588,53,Below average
90707,,8,1,0,0,0,0,0,,,,No location data,,,7,0,"Fewer than 1,000 EVs"
90710,Los Angeles,1113,258,4,23,0,23,0,2164.0,70483.0,32.57070240295749,Well served,48.391304347826086,1.4541768560231771,855,23,Below average
90712,Lakewood,1586,453,7,19,8,27,5,2484.0,79455.0,31.98671497584541,Well served,58.74074074074074,1.7651813035843553,1133,22,Below average
90713,Lakewood,1263,355,4,4,20,24,0,2266.0,95762.0,42.2603706972639,Well served,52.625,1.5814009991995086,908,24,Below average
90714,,6,1,0,0,0,0,0,,,,No location data,,,5,0,"Fewer than 1,000 EVs"
90715,Hawaiian Gardens,746,172,2,4,0,4,2,2620.0,102463.0,39.108015267175574,"Fewer than 1,000 EVs",186.5,5.604394990037213,574,2,"Fewer than 1,000 EVs"
90716,Hawaiian Gardens,234,47,3,3,44,47,3,2732.0,99218.0,36.31698389458273,"Fewer than 1,000 EVs",4.9787234042553195,0.14961250672165968,187,44,"Fewer than 1,000 EVs"
90717,Lomita,894,287,5,17,0,17,0,1956.0,68789.0,35.168200408997954,"Fewer than 1,000 EVs",52.588235294117645,1.5802962059906225,607,17,"Fewer than 1,000 EVs"
90720,Los Alamitos,2110,776,12,25,20,45,0,2655.0,102446.0,38.58606403013183,Well served,46.888888888888886,1.4090287076530854,1334,45,Below average
90721,,1,0,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
90723,Paramount,892,199,20,93,0,93,4,2777.0,89022.0,32.05689593086064,"Fewer than 1,000 EVs",9.591397849462366,0.28822510485244285,693,89,"Fewer than 1,000 EVs"
90731,Los Angeles,1792,559,28,49,0,49,19,1464.0,46823.0,31.98292349726776,Well served,36.57142857142857,1.0989851531593464,1233,30,Below average
90732,Los Angeles,1436,344,3,5,2,7,3,1469.0,51178.0,34.83866575901974,Locally sparse - chargers nearby,205.14285714285714,6.164619843503209,1092,4,Severely underserved (>3x state avg)
90733,,7,4,0,0,0,0,0,,,,No location data,,,3,0,"Fewer than 1,000 EVs"
90734,,6,4,0,0,0,0,0,,,,No location data,,,2,0,"Fewer than 1,000 EVs"
90740,Seal Beach,1710,684,12,18,12,30,7,2203.0,90551.0,41.10349523377213,Well served,57.0,1.71287139105695,1026,23,Below average
90742,,92,37,0,0,0,0,0,1467.0,77288.0,52.684389911383775,"Fewer than 1,000 EVs",,,55,0,"Fewer than 1,000 EVs"
90743,,56,20,0,0,0,0,0,1401.0,76563.0,54.64882226980728,"Fewer than 1,000 EVs",,,36,0,"Fewer than 1,000 EVs"
90744,Wilmington,714,119,7,9,14,23,2,1901.0,70340.0,37.00157811678064,"Fewer than 1,000 EVs",31.043478260869566,0.9328681717884534,595,21,"Fewer than 1,000 EVs"
90745,Carson,2030,388,35,81,32,113,16,2568.0,89940.0,35.02336448598131,Well served,17.964601769911503,0.5398430249721484,1642,97,At or above average
90746,Carson,1339,285,37,66,2,68,2,3111.0,100630.0,32.34651237544198,Well served,19.691176470588236,0.5917272426793746,1054,66,At or above average
90747,,10,0,0,0,0,0,0,3131.0,106515.0,34.01948259342063,"Fewer than 1,000 EVs",,,10,0,"Fewer than 1,000 EVs"
90748,,5,1,0,0,0,0,0,,,,No location data,,,4,0,"Fewer than 1,000 EVs"
90749,,7,1,0,0,0,0,0,,,,No location data,,,6,0,"Fewer than 1,000 EVs"
90755,Signal Hill,854,321,13,19,29,48,5,2398.0,73857.0,30.799416180150125,"Fewer than 1,000 EVs",17.791666666666668,0.5346462602202615,533,43,"Fewer than 1,000 EVs"
90760,,1,0,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
90801,,13,2,0,0,0,0,0,,,,No location data,,,11,0,"Fewer than 1,000 EVs"
90802,Long Beach,1744,493,107,228,28,256,35,1757.0,56993.0,32.43767785998862,Well served,6.8125,0.20471818160658722,1251,221,At or above average
90803,Long Beach,2398,1058,23,30,26,56,10,1740.0,72531.0,41.68448275862069,Well served,42.82142857142857,1.2867999986699767,1340,46,Below average
90804,Long Beach,977,322,1,0,4,4,0,2069.0,74544.0,36.02899951667472,"Fewer than 1,000 EVs",244.25,7.339804162555439,655,4,"Fewer than 1,000 EVs"
90805,Long Beach,1911,408,9,76,17,93,3,2658.0,81694.0,30.735139202407822,Well served,20.548387096774192,0.6174867436917244,1503,90,At or above average
90806,Long Beach,1266,370,10,14,8,22,0,2411.0,77831.0,32.281625881377025,Well served,57.54545454545455,1.7292625048469688,896,22,Below average
90807,Long Beach,1966,695,1,2,0,2,2,2543.0,83579.0,32.8662996460873,Locally sparse - chargers nearby,983.0,29.53951890191196,1271,0,Severely underserved (>3x state avg)
90808,Long Beach,2582,898,19,43,4,47,6,2223.0,92954.0,41.81466486729644,Well served,54.93617021276596,1.6508525314330142,1684,41,Below average
90809,,11,1,0,0,0,0,0,,,,No location data,,,10,0,"Fewer than 1,000 EVs"
90810,Carson,756,139,12,20,0,20,2,2453.0,90237.0,36.78638401956787,"Fewer than 1,000 EVs",37.8,1.135904185648293,617,18,"Fewer than 1,000 EVs"
90812,,0,1,0,0,0,0,0,,,,No location data,,,-1,0,"Fewer than 1,000 EVs"
90813,Long Beach,647,166,19,26,18,44,0,2126.0,78927.0,37.12464722483537,"Fewer than 1,000 EVs",14.704545454545455,0.4418771092559197,481,44,"Fewer than 1,000 EVs"
90814,,1101,459,0,0,0,0,0,1856.0,76524.0,41.230603448275865,Locally sparse - chargers nearby,,,642,0,"1,000+ EVs, zero ports"
90815,Long Beach,2408,875,6,13,14,27,0,1978.0,83108.0,42.01617795753286,Locally sparse - chargers nearby,89.18518518518519,2.680048284382804,1533,27,Below average
90831,,2,0,0,0,0,0,0,1968.0,64785.0,32.91920731707317,"Fewer than 1,000 EVs",,,2,0,"Fewer than 1,000 EVs"
90832,,1,0,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
90840,Long Beach,1,0,2,4,0,4,4,1954.0,81316.0,41.615148413510745,"Fewer than 1,000 EVs",0.25,0.00751259382042522,1,0,"Fewer than 1,000 EVs"
90846,Long Beach,0,0,8,16,0,16,10,,,,No location data,0.0,0.0,0,6,"Fewer than 1,000 EVs"
90853,,7,2,0,0,0,0,0,,,,No location data,,,5,0,"Fewer than 1,000 EVs"
90895,,2,1,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
91001,,2151,1125,0,0,0,0,0,2004.0,90230.0,45.0249500998004,Locally sparse - chargers nearby,,,1026,0,"1,000+ EVs, zero ports"
91002,,1,0,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
91003,,2,1,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
91005,,0,1,0,0,0,0,0,,,,No location data,,,-1,0,"Fewer than 1,000 EVs"
91006,Arcadia,3970,1149,11,15,7,22,7,2132.0,82758.0,38.81707317073171,Locally sparse - chargers nearby,180.45454545454547,5.4227268121978405,2821,15,Severely underserved (>3x state avg)
91007,Arcadia,3179,850,14,28,6,34,18,2353.0,91097.0,38.71525711857203,Locally sparse - chargers nearby,93.5,2.809710088839032,2329,16,Below average
91008,,152,58,0,0,0,0,0,1273.0,60397.0,47.4446190102121,"Fewer than 1,000 EVs",,,94,0,"Fewer than 1,000 EVs"
91009,,6,3,0,0,0,0,0,,,,No location data,,,3,0,"Fewer than 1,000 EVs"
91010,Duarte,1176,273,4,11,30,41,1,1314.0,63146.0,48.05631659056316,Well served,28.682926829268293,0.8619327153970788,903,40,At or above average
91011,La Cañada Flintridge,3477,1210,9,13,0,13,0,1954.0,80105.0,40.99539406345957,Locally sparse - chargers nearby,267.46153846153845,8.037319604190303,2267,13,Severely underserved (>3x state avg)
91012,,22,12,0,0,0,0,0,,,,No location data,,,10,0,"Fewer than 1,000 EVs"
91016,Monrovia,2553,782,17,29,13,42,4,1557.0,71591.0,45.9800899165061,Well served,60.785714285714285,1.8266335260519604,1771,38,Below average
91017,,13,6,0,0,0,0,0,,,,No location data,,,7,0,"Fewer than 1,000 EVs"
91020,,569,147,0,0,0,0,0,2937.0,88377.0,30.09090909090909,"Fewer than 1,000 EVs",,,422,0,"Fewer than 1,000 EVs"
91021,,11,2,0,0,0,0,0,,,,No location data,,,9,0,"Fewer than 1,000 EVs"
91024,,1050,386,0,0,0,0,0,1715.0,73783.0,43.02215743440233,Locally sparse - chargers nearby,,,664,0,"1,000+ EVs, zero ports"
91025,,17,4,0,0,0,0,0,,,,No location data,,,13,0,"Fewer than 1,000 EVs"
91030,South Pasadena,2642,893,12,14,19,33,2,5116.0,129457.0,25.30433932759969,Locally sparse - chargers nearby,80.06060606060606,2.4058512574016278,1749,31,Below average
91031,,24,14,0,0,0,0,0,,,,No location data,,,10,0,"Fewer than 1,000 EVs"
91037,,1,0,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
91040,Los Angeles,1829,414,1,1,0,1,0,2051.0,90550.0,44.14919551438323,Locally sparse - chargers nearby,1829.0,54.9621363902309,1415,1,Severely underserved (>3x state avg)
91041,,3,3,0,0,0,0,0,,,,No location data,,,0,0,"Fewer than 1,000 EVs"
91042,Tujunga,2187,404,6,8,0,8,1,345.0,33875.0,98.18840579710144,Isolated - underserved by both measures,273.375,8.215021342634977,1783,7,Severely underserved (>3x state avg)
91043,,3,2,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
91046,,9,1,0,0,0,0,0,3400.0,92187.0,27.113823529411764,"Fewer than 1,000 EVs",,,8,0,"Fewer than 1,000 EVs"
91066,,27,9,0,0,0,0,0,,,,No location data,,,18,0,"Fewer than 1,000 EVs"
91077,,3,5,0,0,0,0,0,,,,No location data,,,-2,0,"Fewer than 1,000 EVs"
91101,Pasadena,1486,460,27,85,40,125,99,3710.0,111192.0,29.97088948787062,Well served,11.888,0.35723886134886,1026,26,At or above average
91102,,12,5,0,0,0,0,0,,,,No location data,,,7,0,"Fewer than 1,000 EVs"
91103,Pasadena,1534,471,5,51,9,60,29,3722.0,111188.0,29.87318645889307,Well served,25.566666666666666,0.7682879280354857,1063,31,At or above average
91104,Pasadena,2443,740,2,12,0,12,0,2482.0,100629.0,40.54351329572925,Locally sparse - chargers nearby,203.58333333333334,6.11775556776627,1703,12,Severely underserved (>3x state avg)
91105,Pasadena,1861,725,18,87,50,137,79,4982.0,130549.0,26.20413488558812,Well served,13.583941605839415,0.4082025430601849,1136,58,At or above average
91106,Pasadena,1872,599,4,2,26,28,2,3787.0,110369.0,29.144177449168208,Locally sparse - chargers nearby,66.85714285714286,2.0090822331194302,1273,26,Below average
91107,Pasadena,3218,1046,27,87,52,139,2,2392.0,83629.0,34.96195652173913,Well served,23.151079136690647,0.6956986162339095,2172,137,At or above average
91108,San Marino,2213,811,1,4,0,4,0,3751.0,106459.0,28.38149826712877,Locally sparse - chargers nearby,553.25,16.62537012460101,1402,4,Severely underserved (>3x state avg)
91109,,74,8,0,0,0,0,0,,,,No location data,,,66,0,"Fewer than 1,000 EVs"
91114,,5,1,0,0,0,0,0,,,,No location data,,,4,0,"Fewer than 1,000 EVs"
91115,,3,3,0,0,0,0,0,,,,No location data,,,0,0,"Fewer than 1,000 EVs"
91116,,11,2,0,0,0,0,0,,,,No location data,,,9,0,"Fewer than 1,000 EVs"
91117,,7,3,0,0,0,0,0,,,,No location data,,,4,0,"Fewer than 1,000 EVs"
91118,,20,8,0,0,0,0,0,,,,No location data,,,12,0,"Fewer than 1,000 EVs"
91124,Pasadena,2,0,1,3,0,3,0,,,,No location data,0.6666666666666666,0.020033583521133918,2,3,"Fewer than 1,000 EVs"
91125,Pasadena,6,1,2,107,8,115,115,3730.0,110369.0,29.589544235924933,"Fewer than 1,000 EVs",0.05217391304347826,0.00156784566687135,5,0,"Fewer than 1,000 EVs"
91126,,3,0,0,0,0,0,0,,,,No location data,,,3,0,"Fewer than 1,000 EVs"
91141,,0,1,0,0,0,0,0,,,,No location data,,,-1,0,"Fewer than 1,000 EVs"
91201,Glendale,1855,407,7,14,0,14,0,6850.0,148966.0,21.746861313868617,Locally sparse - chargers nearby,132.5,3.9816747248253663,1448,14,Severely underserved (>3x state avg)
91202,Glendale,1925,469,2,24,0,24,4,6278.0,128395.0,20.45157693532972,Locally sparse - chargers nearby,80.20833333333333,2.410290517386424,1456,20,Below average
91203,Glendale,1382,260,19,51,0,51,16,6905.0,148583.0,21.518175235336713,Well served,27.098039215686274,0.8143062478296198,1122,35,At or above average
91204,Glendale,1225,213,9,39,3,42,3,7049.0,158786.0,22.52603206128529,Well served,29.166666666666668,0.8764692790496089,1012,39,At or above average
91205,Glendale,2027,419,9,17,3,20,4,7052.0,148257.0,21.023397617697107,Locally sparse - chargers nearby,101.35,3.0456055348003837,1608,16,Severely underserved (>3x state avg)
91206,Glendale,2843,696,3,24,32,56,0,6010.0,130239.0,21.670382695507488,Well served,50.767857142857146,1.5255931593906358,2147,56,Below average
91207,,1141,323,0,0,0,0,0,6514.0,140130.0,21.512127724900218,Locally sparse - chargers nearby,,,818,0,"1,000+ EVs, zero ports"
91208,Glendale,1868,520,12,19,0,19,2,5254.0,115434.0,21.970688998858012,Locally sparse - chargers nearby,98.3157894736842,2.954426369800907,1348,17,Below average
91209,,11,10,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
91210,Glendale,47,20,3,4,20,24,20,6988.0,154640.0,22.129364625071553,"Fewer than 1,000 EVs",1.9583333333333333,0.05884865159333088,27,4,"Fewer than 1,000 EVs"
91211,,0,1,0,0,0,0,0,,,,No location data,,,-1,0,"Fewer than 1,000 EVs"
91214,La Crescenta,3260,766,2,3,3,6,6,2121.0,80066.0,37.74917491749175,Locally sparse - chargers nearby,543.3333333333334,16.327370569724145,2494,0,Severely underserved (>3x state avg)
91217,,1,1,0,0,0,0,0,,,,No location data,,,0,0,"Fewer than 1,000 EVs"
91221,,10,6,0,0,0,0,0,,,,No location data,,,4,0,"Fewer than 1,000 EVs"
91222,,2,2,0,0,0,0,0,,,,No location data,,,0,0,"Fewer than 1,000 EVs"
91224,,2,2,0,0,0,0,0,,,,No location data,,,0,0,"Fewer than 1,000 EVs"
91225,,1,1,0,0,0,0,0,,,,No location data,,,0,0,"Fewer than 1,000 EVs"
91226,,5,1,0,0,0,0,0,,,,No location data,,,4,0,"Fewer than 1,000 EVs"
91231,,1,0,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
91248,,0,1,0,0,0,0,0,,,,No location data,,,-1,0,"Fewer than 1,000 EVs"
91300,,1,0,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
91301,Agoura Hills,3164,936,17,69,41,110,6,771.0,42425.0,55.025940337224384,Well served,28.763636363636362,0.8643580671936506,2228,104,At or above average
91302,Calabasas,4623,1443,12,19,31,50,5,934.0,45829.0,49.06745182012848,Locally sparse - chargers nearby,92.46,2.7784576985460627,3180,45,Below average
91303,Los Angeles,1234,207,28,82,14,96,10,1571.0,88377.0,56.25525143220879,Well served,12.854166666666666,0.38627253226686337,1027,86,At or above average
91304,Los Angeles,3106,677,5,8,0,8,2,1073.0,75543.0,70.40354147250699,Isolated - underserved by both measures,388.25,11.667058203120366,2429,6,Severely underserved (>3x state avg)
91305,,1,0,0,0,0,0,0,,,,No location data,,,1,0,"Fewer than 1,000 EVs"
91306,Los Angeles,2381,445,5,18,0,18,1,1604.0,97155.0,60.57044887780549,Locally sparse - chargers nearby,132.27777777777777,3.9749968636516546,1936,17,Severely underserved (>3x state avg)
91307,West Hills,3052,757,6,14,0,14,3,1067.0,69085.0,64.74695407685098,Locally sparse - chargers nearby,218.0,6.550981811410791,2295,11,Severely underserved (>3x state avg)
91308,,8,6,0,0,0,0,0,,,,No location data,,,2,0,"Fewer than 1,000 EVs"
91309,,5,2,0,0,0,0,0,,,,No location data,,,3,0,"Fewer than 1,000 EVs"
91310,,3,0,0,0,0,0,0,,,,No location data,,,3,0,"Fewer than 1,000 EVs"
91311,Chatsworth,3632,824,27,49,8,57,16,1115.0,68312.0,61.266367713004485,Well served,63.719298245614034,1.914788824967326,2808,41,Below average
91313,,10,3,0,0,0,0,0,,,,No location data,,,7,0,"Fewer than 1,000 EVs"
91316,Los Angeles,3027,850,15,24,4,28,5,4422.0,138424.0,31.303482587064675,Locally sparse - chargers nearby,108.10714285714286,3.2486602134895914,2177,23,Severely underserved (>3x state avg)
91319,,12,2,0,0,0,0,0,,,,No location data,,,10,0,"Fewer than 1,000 EVs"
91320,Thousand Oaks,3924,1198,13,19,8,27,10,574.0,24183.0,42.13066202090592,Locally sparse - chargers nearby,145.33333333333334,4.367321207607194,2726,17,Severely underserved (>3x state avg)
91321,Santa Clarita,1659,461,7,11,16,27,0,681.0,50301.0,73.86343612334802,Locally fine - crowded region,61.44444444444444,1.8464286145311761,1198,27,Below average
91324,Northridge,2017,483,13,17,32,49,2,1733.0,91611.0,52.86266589728794,Well served,41.16326530612245,1.2369715702691972,1534,47,Below average
91325,Northridge,2456,598,20,47,4,51,2,1971.0,98114.0,49.77879249112126,Well served,48.15686274509804,1.447131797879556,1858,49,Below average
91326,Los Angeles,6106,1657,8,17,0,17,1,1547.0,78627.0,50.82546864899806,Locally sparse - chargers nearby,359.1764705882353,10.793387733533269,4449,16,Severely underserved (>3x state avg)
91327,,13,5,0,0,0,0,0,,,,No location data,,,8,0,"Fewer than 1,000 EVs"
91328,,9,2,0,0,0,0,0,,,,No location data,,,7,0,"Fewer than 1,000 EVs"
91330,Northridge,10,2,8,23,0,23,23,1812.0,89902.0,49.61479028697572,"Fewer than 1,000 EVs",0.43478260869565216,0.01306538055726125,8,0,"Fewer than 1,000 EVs"
91331,Los Angeles,2112,354,9,7,10,17,2,2344.0,92341.0,39.39462457337884,Locally sparse - chargers nearby,124.23529411764706,3.7333172114677797,1758,15,Severely underserved (>3x state avg)
91333,,6,2,0,0,0,0,0,,,,No location data,,,4,0,"Fewer than 1,000 EVs"
91334,,3,0,0,0,0,0,0,,,,No location data,,,3,0,"Fewer than 1,000 EVs"
91335,Los Angeles,3379,639,10,32,0,32,3,1870.0,108355.0,57.94385026737968,Locally sparse - chargers nearby,105.59375,3.173131814902102,2740,29,Severely underserved (>3x state avg)
91337,,6,1,0,0,0,0,0,,,,No location data,,,5,0,"Fewer than 1,000 EVs"
91340,San Fernando,736,160,13,22,36,58,12,1735.0,79103.0,45.59250720461095,"Fewer than 1,000 EVs",12.689655172413794,0.38132890012641113,576,46,"Fewer than 1,000 EVs"
91341,,1,1,0,0,0,0,0,,,,No location data,,,0,0,"Fewer than 1,000 EVs"
91342,Sylmar,3654,725,13,60,4,64,16,969.0,56621.0,58.43240454076368,Well served,57.09375,1.7156886137396095,2929,48,Below average
91343,Los Angeles,2799,597,10,29,0,29,3,2386.0,103286.0,43.2883487007544,Locally sparse - chargers nearby,96.51724137931035,2.9003793246027847,2202,26,Below average
91344,Granada Hills,4740,1106,5,4,24,28,25,1697.0,78872.0,46.477312905126695,Locally sparse - chargers nearby,169.28571428571428,5.087099244116505,3634,3,Severely underserved (>3x state avg)
91345,Mission Hills,753,140,8,23,0,23,20,2059.0,89619.0,43.52549781447305,"Fewer than 1,000 EVs",32.73913043478261,0.9838231559617722,613,3,"Fewer than 1,000 EVs"
91346,,3,1,0,0,0,0,0,,,,No location data,,,2,0,"Fewer than 1,000 EVs"
91350,Santa Clarita,4296,1113,10,28,4,32,2,319.0,27513.0,86.24764890282131,Isolated - underserved by both measures,134.25,4.034262881568343,3183,30,Severely underserved (>3x state avg)
91351,Santa Clarita,1781,420,9,11,1,12,0,320.0,26427.0,82.584375,Isolated - underserved by both measures,148.41666666666666,4.459976531392439,1361,12,Severely underserved (>3x state avg)
91352,Los Angeles,1905,323,8,57,0,57,1,3598.0,109177.0,30.343802112284603,Well served,33.421052631578945,1.004315173888424,1582,56,Below average
91353,,2,2,0,0,0,0,0,,,,No location data,,,0,0,"Fewer than 1,000 EVs"
91354,,3836,1181,0,0,0,0,0,258.0,21019.0,81.46899224806202,Isolated - underserved by both measures,,,2655,0,"1,000+ EVs, zero ports"
91355,Santa Clarita,2682,850,43,71,90,161,48,258.0,26707.0,103.515503875969,Locally fine - crowded region,16.658385093167702,0.500590723636781,1832,113,At or above average
91356,Los Angeles,3677,959,25,50,0,50,20,3009.0,116710.0,38.78697241608508,Locally sparse - chargers nearby,73.54,2.2099045982162826,2718,30,Below average
91357,,22,5,0,0,0,0,0,,,,No location data,,,17,0,"Fewer than 1,000 EVs"
91358,,3,0,0,0,0,0,0,,,,No location data,,,3,0,"Fewer than 1,000 EVs"
