zip,ev_2025,ev_2021,station_count,l2_ports,dcfc_ports,total_ports,total_ports_2021,city,latitude,longitude,ports_within_radius,evs_within_radius,evs_per_port_in_zip,evs_per_port_nearby,access_class
95309,4,0,0,0,0,0,0,,37.87154,-120.43299,28.0,591,,21.107142857142858,"Fewer than 1,000 EVs"
95310,50,24,0,0,0,0,0,,38.09944,-120.36171,38.0,858,,22.57894736842105,"Fewer than 1,000 EVs"
95311,28,3,0,0,0,0,0,,37.70443,-120.08344,4.0,28,,7.0,"Fewer than 1,000 EVs"
95313,24,2,0,0,0,0,0,,37.43511,-121.03769,62.0,2080,,33.54838709677419,"Fewer than 1,000 EVs"
95315,192,35,2,6,4,10,5,Delhi,37.42243,-120.7733,99.0,3208,19.2,32.4040404040404,"Fewer than 1,000 EVs"
95316,160,48,0,0,0,0,0,,37.54613,-120.69212,29.0,2216,,76.41379310344827,"Fewer than 1,000 EVs"
95317,7,6,0,0,0,0,0,,37.12947,-120.5074,0.0,502,,,"Fewer than 1,000 EVs"
95318,15,4,2,2,8,10,0,El Portal,37.66618,-119.8064,10.0,15,1.5,1.5,"Fewer than 1,000 EVs"
95319,12,2,1,2,0,2,0,Empire,37.6309,-120.87728,192.0,7092,6.0,36.9375,"Fewer than 1,000 EVs"
95320,257,57,2,6,0,6,0,Escalon,37.82453,-121.01545,120.0,3191,42.833333333333336,26.591666666666665,"Fewer than 1,000 EVs"
95321,144,39,11,11,19,30,10,Groveland,37.97719,-119.75012,30.0,144,4.8,4.8,"Fewer than 1,000 EVs"
95322,133,33,5,1,68,69,12,Gustine,37.17622,-121.01861,69.0,133,1.9275362318840579,1.9275362318840579,"Fewer than 1,000 EVs"
95323,18,8,0,0,0,0,0,,37.60881,-120.68464,4.0,660,,165.0,"Fewer than 1,000 EVs"
95324,130,22,0,0,0,0,0,,37.39452,-120.89605,87.0,3158,,36.298850574712645,"Fewer than 1,000 EVs"
95325,1,0,0,0,0,0,0,,37.48058,-120.24208,0.0,17,,,"Fewer than 1,000 EVs"
95326,294,56,2,2,2,4,0,Independence,37.58998,-120.8531,142.0,6537,73.5,46.03521126760563,"Fewer than 1,000 EVs"
95327,90,15,4,6,1,7,5,Jamestown,37.84912,-120.4858,7.0,97,12.857142857142858,13.857142857142858,"Fewer than 1,000 EVs"
95328,97,16,0,0,0,0,0,,37.55797,-120.90932,156.0,7350,,47.11538461538461,"Fewer than 1,000 EVs"
95329,48,17,0,0,0,0,0,,37.67726,-120.41363,0.0,48,,,"Fewer than 1,000 EVs"
95330,3180,367,17,21,28,49,3,Lathrop,37.8117,-121.31331,372.0,10772,64.89795918367346,28.956989247311828,Well served
95333,21,4,0,0,0,0,0,,37.2447,-120.24277,19.0,61,,3.210526315789474,"Fewer than 1,000 EVs"
95334,347,56,1,0,12,12,0,Livingston,37.34756,-120.74624,49.0,1558,28.916666666666668,31.79591836734694,"Fewer than 1,000 EVs"
95335,8,3,0,0,0,0,0,,38.11894,-120.09239,2.0,129,,64.5,"Fewer than 1,000 EVs"
95336,1213,259,10,13,26,39,16,Manteca,37.83351,-121.1988,298.0,9037,31.102564102564102,30.325503355704697,Well served
95337,2989,428,42,66,40,106,20,Manteca,37.74171,-121.23834,242.0,9225,28.19811320754717,38.1198347107438,Well served
95338,194,57,3,4,12,16,2,Mariposa,37.50911,-119.98659,19.0,204,12.125,10.736842105263158,"Fewer than 1,000 EVs"
95340,780,182,6,28,32,60,2,Merced,37.34128,-120.40658,90.0,1874,13.0,20.822222222222223,"Fewer than 1,000 EVs"
95341,390,69,4,7,0,7,0,Merced,37.23037,-120.50715,90.0,1884,55.714285714285715,20.933333333333334,"Fewer than 1,000 EVs"
95345,10,1,1,3,0,3,3,Midpines,37.58784,-119.96408,19.0,204,3.3333333333333335,10.736842105263158,"Fewer than 1,000 EVs"
95346,26,0,0,0,0,0,0,,38.07045,-120.17291,10.0,218,,21.8,"Fewer than 1,000 EVs"
95348,664,123,4,7,1,8,5,Merced,37.41525,-120.4979,106.0,1601,83.0,15.10377358490566,"Fewer than 1,000 EVs"
95350,991,220,3,8,0,8,4,Modesto,37.67175,-121.00732,214.0,8217,123.875,38.39719626168224,"Fewer than 1,000 EVs"
95351,535,126,3,4,8,12,0,Modesto,37.6236,-120.99828,203.0,7848,44.583333333333336,38.66009852216749,"Fewer than 1,000 EVs"
95354,452,112,12,19,24,43,1,Modesto,37.63849,-120.96428,210.0,9212,10.511627906976743,43.86666666666667,"Fewer than 1,000 EVs"
95355,1658,345,6,2,5,7,0,Modesto,37.6727,-120.94717,207.0,7848,236.85714285714286,37.91304347826087,Locally sparse - chargers nearby
95356,1361,312,13,21,61,82,17,Modesto,37.71945,-121.02786,212.0,7516,16.597560975609756,35.45283018867924,Well served
95357,265,58,0,0,0,0,0,,37.66985,-120.87924,173.0,8453,,48.861271676300575,"Fewer than 1,000 EVs"
95358,424,89,4,26,0,26,2,Modesto,37.61578,-121.10059,196.0,6624,16.307692307692307,33.795918367346935,"Fewer than 1,000 EVs"
95360,244,58,0,0,0,0,0,,37.32918,-121.03827,0.0,398,,,"Fewer than 1,000 EVs"
95361,783,175,7,10,3,13,3,Oakdale,37.79342,-120.77654,17.0,783,60.23076923076923,46.05882352941177,"Fewer than 1,000 EVs"
95363,1148,224,6,4,40,44,12,Patterson,37.37251,-121.27192,44.0,1148,26.09090909090909,26.09090909090909,Well served
95364,6,1,0,0,0,0,0,,38.22908,-119.79174,0.0,8,,,"Fewer than 1,000 EVs"
95365,40,9,0,0,0,0,0,,37.3012,-120.33152,69.0,841,,12.18840579710145,"Fewer than 1,000 EVs"
95366,663,150,4,0,20,20,0,Ripon,37.76223,-121.12574,320.0,7809,33.15,24.403125,"Fewer than 1,000 EVs"
95367,575,102,0,0,0,0,0,,37.73089,-120.94669,207.0,6441,,31.115942028985508,"Fewer than 1,000 EVs"
95368,335,51,0,0,0,0,0,,37.71544,-121.09047,290.0,10240,,35.310344827586206,"Fewer than 1,000 EVs"
95369,16,2,0,0,0,0,0,,37.52435,-120.41301,0.0,681,,,"Fewer than 1,000 EVs"
95370,494,120,7,13,8,21,2,Sonora,37.98484,-120.34515,38.0,649,23.523809523809526,17.07894736842105,"Fewer than 1,000 EVs"
95372,47,9,0,0,0,0,0,,37.98927,-120.26272,34.0,754,,22.176470588235293,"Fewer than 1,000 EVs"
95374,24,4,0,0,0,0,0,,37.31636,-120.85683,22.0,693,,31.5,"Fewer than 1,000 EVs"
95375,2,0,0,0,0,0,0,,38.21493,-119.97031,0.0,16,,,"Fewer than 1,000 EVs"
95376,1818,426,17,30,24,54,2,Tracy,37.73678,-121.43404,174.0,13964,33.666666666666664,80.25287356321839,Locally fine - crowded region
95377,3876,615,17,38,6,44,0,Tracy,37.65293,-121.49598,139.0,10784,88.0909090909091,77.58273381294964,Isolated - underserved by both measures
95379,44,7,1,8,0,8,8,Tuolumne,37.96174,-120.21635,48.0,704,5.5,14.666666666666666,"Fewer than 1,000 EVs"
95380,833,167,17,26,28,54,7,Turlock,37.47226,-120.86978,95.0,3783,15.425925925925926,39.82105263157895,"Fewer than 1,000 EVs"
95382,1364,263,4,9,0,9,9,Turlock,37.52831,-120.85214,103.0,4648,151.55555555555554,45.12621359223301,Locally sparse - chargers nearby
95383,93,21,1,2,0,2,2,Twain Harte,38.09534,-120.22602,10.0,271,46.5,27.1,"Fewer than 1,000 EVs"
95385,4,1,0,0,0,0,0,,37.612,-121.24773,4.0,4218,,1054.5,"Fewer than 1,000 EVs"
95386,171,40,1,2,0,2,2,Waterford,37.67391,-120.63045,2.0,349,85.5,174.5,"Fewer than 1,000 EVs"
95387,15,1,2,0,4,4,0,Westley,37.55429,-121.2451,48.0,443,3.75,9.229166666666666,"Fewer than 1,000 EVs"
95388,141,31,0,0,0,0,0,,37.42171,-120.59715,58.0,2068,,35.6551724137931,"Fewer than 1,000 EVs"
95389,33,2,9,79,0,79,1,Yosemite National Park,37.73784,-119.52556,79.0,33,0.4177215189873418,0.4177215189873418,"Fewer than 1,000 EVs"
95391,4304,1019,1,12,0,12,12,Mountain House,37.76952,-121.5912,200.0,13707,358.6666666666667,68.535,Isolated - underserved by both measures
95401,1231,489,20,32,32,64,50,Santa Rosa,38.44922,-122.79307,479.0,14982,19.234375,31.2776617954071,Well served
95403,2223,640,29,97,6,103,20,Santa Rosa,38.50326,-122.75358,433.0,14527,21.58252427184466,33.54965357967667,Well served
95404,2671,890,11,21,0,21,11,Santa Rosa,38.46488,-122.65709,489.0,14094,127.19047619047619,28.822085889570552,Locally sparse - chargers nearby
95405,1248,523,4,7,0,7,5,Santa Rosa,38.43926,-122.66908,458.0,14551,178.28571428571428,31.770742358078603,Locally sparse - chargers nearby
95407,1097,349,30,58,10,68,12,Santa Rosa,38.39465,-122.74591,520.0,15278,16.13235294117647,29.380769230769232,Well served
95409,1771,599,1,2,0,2,0,Santa Rosa,38.46116,-122.60425,412.0,11488,885.5,27.883495145631066,Locally sparse - chargers nearby
95410,61,28,0,0,0,0,0,,39.21616,-123.70012,37.0,325,,8.783783783783784,"Fewer than 1,000 EVs"
95412,9,5,1,2,0,2,0,Annapolis,38.71168,-123.31967,10.0,92,4.5,9.2,"Fewer than 1,000 EVs"
95415,40,15,1,6,0,6,0,Boonville,39.0205,-123.36751,11.0,91,6.666666666666667,8.272727272727273,"Fewer than 1,000 EVs"
95419,16,7,0,0,0,0,0,,38.42336,-122.9582,77.0,4753,,61.72727272727273,"Fewer than 1,000 EVs"
95420,30,15,0,0,0,0,0,,39.35638,-123.76832,66.0,620,,9.393939393939394,"Fewer than 1,000 EVs"
95421,63,28,0,0,0,0,0,,38.58276,-123.18037,6.0,90,,15.0,"Fewer than 1,000 EVs"
95422,167,33,1,3,0,3,0,Clearlake,38.97829,-122.6423,6.0,502,55.666666666666664,83.66666666666667,"Fewer than 1,000 EVs"
95423,49,20,1,3,0,3,3,Clearlake Oaks,39.06749,-122.62753,6.0,254,16.333333333333332,42.333333333333336,"Fewer than 1,000 EVs"
95425,400,175,5,6,2,8,2,Cloverdale,38.81792,-123.02566,16.0,562,50.0,35.125,"Fewer than 1,000 EVs"
95426,51,17,0,0,0,0,0,,38.83449,-122.7361,11.0,374,,34.0,"Fewer than 1,000 EVs"
95427,19,13,0,0,0,0,0,,39.25326,-123.56932,4.0,305,,76.25,"Fewer than 1,000 EVs"
95428,13,6,0,0,0,0,0,,39.82489,-123.18126,0.0,13,,,"Fewer than 1,000 EVs"
95429,3,0,0,0,0,0,0,,39.73292,-123.34841,12.0,39,,3.25,"Fewer than 1,000 EVs"
95430,5,4,0,0,0,0,0,,38.46279,-123.04476,39.0,1076,,27.58974358974359,"Fewer than 1,000 EVs"
95431,3,2,0,0,0,0,0,,38.34897,-122.51625,321.0,8568,,26.69158878504673,"Fewer than 1,000 EVs"
95432,20,9,2,3,0,3,3,Elk,39.1083,-123.63829,12.0,160,6.666666666666667,13.333333333333334,"Fewer than 1,000 EVs"
95435,0,1,0,0,0,0,0,,39.00315,-122.8748,7.0,539,,77.0,"Fewer than 1,000 EVs"
95436,325,136,5,9,0,9,3,Forestville,38.49108,-122.91425,288.0,9594,36.111111111111114,33.3125,"Fewer than 1,000 EVs"
95437,374,174,10,15,14,29,5,Fort Bragg,39.44535,-123.69402,32.0,404,12.89655172413793,12.625,"Fewer than 1,000 EVs"
95439,18,13,2,3,0,3,3,Fulton,38.49055,-122.77591,456.0,14527,6.0,31.857456140350877,"Fewer than 1,000 EVs"
95441,119,52,5,9,8,17,7,Geyserville,38.73775,-123.0354,41.0,519,7.0,12.658536585365853,"Fewer than 1,000 EVs"
95442,242,85,5,7,1,8,4,Glen Ellen,38.3785,-122.51549,232.0,12487,30.25,53.82327586206897,"Fewer than 1,000 EVs"
95443,3,1,0,0,0,0,0,,39.05013,-122.73962,10.0,520,,52.0,"Fewer than 1,000 EVs"
95444,83,38,0,0,0,0,0,,38.43261,-122.86922,426.0,9389,,22.039906103286384,"Fewer than 1,000 EVs"
95445,148,73,0,0,0,0,0,,38.83762,-123.49404,0.0,293,,,"Fewer than 1,000 EVs"
95446,249,92,3,7,0,7,5,Guerneville,38.52525,-123.00423,115.0,2235,35.57142857142857,19.434782608695652,"Fewer than 1,000 EVs"
95448,1315,489,52,101,6,107,47,Healdsburg,38.62309,-122.89089,234.0,3322,12.289719626168225,14.196581196581196,Well served
95449,43,17,3,7,2,9,5,Hopland,38.94331,-123.09653,9.0,443,4.777777777777778,49.22222222222222,"Fewer than 1,000 EVs"
95450,27,12,3,6,0,6,6,Jenner,38.5229,-123.21508,6.0,90,4.5,15.0,"Fewer than 1,000 EVs"
95451,232,77,1,1,0,1,0,Kelseyville,38.9388,-122.80484,10.0,453,232.0,45.3,"Fewer than 1,000 EVs"
95452,120,53,2,1,2,3,1,Kenwood,38.42969,-122.5362,279.0,6593,40.0,23.630824372759857,"Fewer than 1,000 EVs"
95453,235,64,3,6,0,6,2,Lakeport,39.04346,-122.93918,17.0,304,39.166666666666664,17.88235294117647,"Fewer than 1,000 EVs"
95454,36,7,4,2,10,12,10,Laytonville,39.78063,-123.51631,12.0,42,3.0,3.5,"Fewer than 1,000 EVs"
95456,46,25,6,12,0,12,8,Little River,39.25851,-123.74585,40.0,326,3.8333333333333335,8.15,"Fewer than 1,000 EVs"
95457,51,22,0,0,0,0,0,,38.87967,-122.52753,4.0,556,,139.0,"Fewer than 1,000 EVs"
95458,35,10,0,0,0,0,0,,39.11667,-122.78204,16.0,380,,23.75,"Fewer than 1,000 EVs"
95459,28,10,0,0,0,0,0,,38.99068,-123.62627,9.0,146,,16.22222222222222,"Fewer than 1,000 EVs"
95460,170,81,7,25,0,25,25,Mendocino,39.30386,-123.73737,55.0,326,6.8,5.927272727272728,"Fewer than 1,000 EVs"
95461,91,29,4,8,0,8,3,Middletown,38.762,-122.59314,10.0,803,11.375,80.3,"Fewer than 1,000 EVs"
95462,67,27,2,3,0,3,0,Monte Rio,38.47263,-123.02064,38.0,3509,22.333333333333332,92.34210526315789,"Fewer than 1,000 EVs"
95463,9,7,0,0,0,0,0,,39.18957,-123.58059,12.0,151,,12.583333333333334,"Fewer than 1,000 EVs"
95464,34,12,0,0,0,0,0,,39.12736,-122.84733,16.0,334,,20.875,"Fewer than 1,000 EVs"
95465,163,86,1,2,0,2,2,Occidental,38.40556,-123.01963,50.0,3522,81.5,70.44,"Fewer than 1,000 EVs"
95466,42,18,5,8,1,9,7,Philo,39.08868,-123.51058,15.0,139,4.666666666666667,9.266666666666667,"Fewer than 1,000 EVs"
95467,247,80,0,0,0,0,0,,38.80453,-122.54948,11.0,389,,35.36363636363637,"Fewer than 1,000 EVs"
95468,56,29,2,7,0,7,2,Point Arena,38.9094,-123.60372,7.0,232,8.0,33.142857142857146,"Fewer than 1,000 EVs"
95469,22,7,0,0,0,0,0,,39.38853,-123.05972,0.0,22,,,"Fewer than 1,000 EVs"
95470,137,60,2,10,0,10,0,Redwood Valley,39.30019,-123.22984,58.0,875,13.7,15.086206896551724,"Fewer than 1,000 EVs"
95471,6,6,0,0,0,0,0,,38.53218,-122.97362,197.0,3662,,18.588832487309645,"Fewer than 1,000 EVs"
95472,2433,1107,12,16,14,30,9,Sebastopol,38.39738,-122.86668,436.0,9709,81.1,22.26834862385321,Locally sparse - chargers nearby
95476,2100,823,20,28,17,45,18,Sonoma,38.25531,-122.46055,338.0,5838,46.666666666666664,17.272189349112427,Well served
95480,3,2,0,0,0,0,0,,38.68463,-123.36802,10.0,92,,9.2,"Fewer than 1,000 EVs"
95482,738,236,37,76,24,100,19,Ukiah,39.1618,-123.23925,108.0,875,7.38,8.101851851851851,"Fewer than 1,000 EVs"
95485,24,8,2,2,8,10,2,Upper Lake,39.20828,-122.9259,10.0,96,2.4,9.6,"Fewer than 1,000 EVs"
95486,6,4,0,0,0,0,0,,38.4741,-123.02403,38.0,1076,,28.31578947368421,"Fewer than 1,000 EVs"
95488,7,6,0,0,0,0,0,,39.73679,-123.77199,3.0,7,,2.3333333333333335,"Fewer than 1,000 EVs"
95490,221,82,6,10,6,16,10,Willits,39.4883,-123.34725,21.0,221,13.8125,10.523809523809524,"Fewer than 1,000 EVs"
95492,1427,506,15,30,12,42,21,Windsor,38.53052,-122.81254,411.0,12980,33.976190476190474,31.581508515815084,Well served
95493,3,1,0,0,0,0,0,,39.20241,-122.97948,10.0,61,,6.1,"Fewer than 1,000 EVs"
95494,9,3,0,0,0,0,0,,38.89646,-123.34324,6.0,197,,32.833333333333336,"Fewer than 1,000 EVs"
95497,80,43,4,8,0,8,3,Sea Ranch,38.71976,-123.45601,10.0,240,10.0,24.0,"Fewer than 1,000 EVs"
95501,467,150,17,36,26,62,29,Eureka,40.80435,-124.14034,140.0,1772,7.532258064516129,12.657142857142857,"Fewer than 1,000 EVs"
95503,580,242,4,5,4,9,1,Eureka,40.72406,-124.09178,93.0,1802,64.44444444444444,19.376344086021504,"Fewer than 1,000 EVs"
95514,2,0,0,0,0,0,0,,40.29151,-123.67119,4.0,6,,1.5,"Fewer than 1,000 EVs"
95519,638,283,4,6,8,14,2,McKinleyville,40.95833,-124.04983,73.0,1342,45.57142857142857,18.383561643835616,"Fewer than 1,000 EVs"
95521,570,268,16,26,14,40,2,Arcata,40.84586,-124.04745,140.0,2405,14.25,17.178571428571427,"Fewer than 1,000 EVs"
95524,134,71,0,0,0,0,0,,40.82346,-124.05271,140.0,2405,,17.178571428571427,"Fewer than 1,000 EVs"
95525,58,31,9,17,0,17,3,Blue Lake,40.94845,-123.82629,17.0,95,3.411764705882353,5.588235294117647,"Fewer than 1,000 EVs"
95526,2,2,0,0,0,0,0,,40.44705,-123.6628,0.0,2,,,"Fewer than 1,000 EVs"
95527,6,0,0,0,0,0,0,,40.93593,-123.41966,0.0,11,,,"Fewer than 1,000 EVs"
95528,14,9,0,0,0,0,0,,40.4936,-123.92393,2.0,88,,44.0,"Fewer than 1,000 EVs"
95531,211,66,9,11,20,31,16,Crescent City,41.79288,-124.00473,31.0,211,6.806451612903226,6.806451612903226,"Fewer than 1,000 EVs"
95536,50,18,4,5,0,5,5,Ferndale,40.51069,-124.26547,37.0,342,10.0,9.243243243243244,"Fewer than 1,000 EVs"
95537,5,3,0,0,0,0,0,,40.745,-124.21472,77.0,1098,,14.25974025974026,"Fewer than 1,000 EVs"
95538,0,1,0,0,0,0,0,,41.86833,-124.15433,37.0,234,,6.324324324324325,"Fewer than 1,000 EVs"
95540,261,112,10,16,8,24,5,Fortuna,40.56671,-124.12651,37.0,407,10.875,11.0,"Fewer than 1,000 EVs"
95542,39,19,5,5,5,10,5,Garberville,40.08074,-123.77369,12.0,76,3.9,6.333333333333333,"Fewer than 1,000 EVs"
95543,16,8,0,0,0,0,0,,41.88847,-123.80238,0.0,16,,,"Fewer than 1,000 EVs"
95545,4,1,0,0,0,0,0,,40.26159,-124.08599,0.0,10,,,"Fewer than 1,000 EVs"
95546,15,0,6,40,8,48,12,Hoopa,41.18777,-123.74535,48.0,15,0.3125,0.3125,"Fewer than 1,000 EVs"
95547,30,18,0,0,0,0,0,,40.56952,-124.07751,37.0,341,,9.216216216216216,"Fewer than 1,000 EVs"
95548,7,5,3,2,2,4,3,Klamath,41.58633,-124.05859,4.0,7,1.75,1.75,"Fewer than 1,000 EVs"
95549,53,29,0,0,0,0,0,,40.65838,-123.89485,0.0,56,,,"Fewer than 1,000 EVs"
95550,3,0,0,0,0,0,0,,40.77695,-123.82951,2.0,56,,28.0,"Fewer than 1,000 EVs"
95551,30,11,4,4,2,6,0,Loleta,40.66977,-124.21961,89.0,892,5.0,10.02247191011236,"Fewer than 1,000 EVs"
95552,2,0,0,0,0,0,0,,40.34899,-123.42248,0.0,2,,,"Fewer than 1,000 EVs"
95553,10,4,1,2,2,4,0,Miranda,40.22981,-123.87133,9.0,48,2.5,5.333333333333333,"Fewer than 1,000 EVs"
95554,2,3,0,0,0,0,0,,40.27573,-123.78414,4.0,50,,12.5,"Fewer than 1,000 EVs"
95555,5,2,1,0,2,2,0,Orick,41.29519,-123.97774,2.0,5,2.5,2.5,"Fewer than 1,000 EVs"
95556,4,1,1,2,0,2,0,Orleans,41.31444,-123.59043,2.0,4,2.0,2.0,"Fewer than 1,000 EVs"
95558,6,4,0,0,0,0,0,,40.32673,-124.24017,0.0,10,,,"Fewer than 1,000 EVs"
95559,2,0,0,0,0,0,0,,40.18977,-123.7512,12.0,87,,7.25,"Fewer than 1,000 EVs"
95560,32,15,1,2,0,2,0,Redway,40.14606,-123.83816,16.0,108,16.0,6.75,"Fewer than 1,000 EVs"
95562,31,16,1,2,0,2,2,Rio Dell,40.45808,-124.1072,24.0,391,15.5,16.291666666666668,"Fewer than 1,000 EVs"
95563,3,2,0,0,0,0,0,,40.84248,-123.51225,3.0,46,,15.333333333333334,"Fewer than 1,000 EVs"
95564,16,5,0,0,0,0,0,,40.79023,-124.20312,107.0,1802,,16.8411214953271,"Fewer than 1,000 EVs"
95565,5,5,0,0,0,0,0,,40.45723,-124.01099,2.0,347,,173.5,"Fewer than 1,000 EVs"
95567,23,11,3,3,3,6,2,Smith River,41.9498,-124.1118,6.0,23,3.8333333333333335,3.8333333333333335,"Fewer than 1,000 EVs"
95569,2,0,0,0,0,0,0,,40.36078,-123.85818,4.0,34,,8.5,"Fewer than 1,000 EVs"
95570,166,91,2,4,0,4,4,Trinidad,41.11375,-124.08037,4.0,166,41.5,41.5,"Fewer than 1,000 EVs"
95571,6,4,0,0,0,0,0,,40.36495,-123.94157,0.0,27,,,"Fewer than 1,000 EVs"
95573,37,14,2,2,1,3,2,Willow Creek,40.89567,-123.65873,5.0,98,12.333333333333334,19.6,"Fewer than 1,000 EVs"
95585,3,1,1,1,2,3,0,Leggett,39.85872,-123.66619,3.0,42,1.0,14.0,"Fewer than 1,000 EVs"
95587,3,1,0,0,0,0,0,,39.96969,-123.75537,13.0,45,,3.4615384615384617,"Fewer than 1,000 EVs"
95589,23,10,1,4,0,4,0,Whitethorn,40.07927,-123.98596,6.0,55,5.75,9.166666666666666,"Fewer than 1,000 EVs"
95595,0,1,0,0,0,0,0,,40.11074,-123.26642,0.0,0,,,"Fewer than 1,000 EVs"
95601,20,5,2,4,0,4,0,Amador City,38.42713,-120.82997,34.0,701,5.0,20.61764705882353,"Fewer than 1,000 EVs"
95602,694,205,0,0,0,0,0,,38.99039,-121.10991,82.0,3557,,43.3780487804878,"Fewer than 1,000 EVs"
95603,1134,365,29,30,49,79,7,Auburn,38.91167,-121.08559,114.0,3973,14.354430379746836,34.85087719298246,Well served
95604,32,11,0,0,0,0,0,,38.9112,-121.0982,147.0,3952,,26.8843537414966,"Fewer than 1,000 EVs"
95605,523,159,13,19,17,36,0,West Sacramento,38.59289,-121.53929,1592.0,32758,14.527777777777779,20.576633165829147,"Fewer than 1,000 EVs"
95606,14,4,2,8,0,8,8,Brooks,38.75604,-122.19387,8.0,40,1.75,5.0,"Fewer than 1,000 EVs"
95607,11,4,0,0,0,0,0,,38.7899,-122.12585,17.0,117,,6.882352941176471,"Fewer than 1,000 EVs"
95608,2687,730,12,24,32,56,1,Carmichael,38.62611,-121.32886,1749.0,38379,47.982142857142854,21.943396226415093,Well served
95610,1372,280,5,15,18,33,1,Citrus Heights,38.69494,-121.27219,1075.0,48756,41.57575757575758,45.354418604651165,Well served
95612,45,10,0,0,0,0,0,,38.38644,-121.58118,152.0,14710,,96.77631578947368,"Fewer than 1,000 EVs"
95613,16,8,0,0,0,0,0,,38.81272,-120.89173,100.0,1656,,16.56,"Fewer than 1,000 EVs"
95614,151,47,0,0,0,0,0,,38.88649,-120.98896,88.0,2947,,33.48863636363637,"Fewer than 1,000 EVs"
95615,16,5,0,0,0,0,0,,38.31113,-121.54595,66.0,8883,,134.5909090909091,"Fewer than 1,000 EVs"
95616,2709,938,34,110,26,136,73,Davis,38.55819,-121.80044,315.0,5591,19.919117647058822,17.74920634920635,Well served
95618,2051,778,14,21,18,39,12,Davis,38.54348,-121.6917,332.0,9451,52.58974358974359,28.466867469879517,Well served
95619,69,22,0,0,0,0,0,,38.68218,-120.81401,125.0,2581,,20.648,"Fewer than 1,000 EVs"
95620,869,168,7,8,14,22,2,Dixon,38.40599,-121.75689,162.0,921,39.5,5.685185185185185,"Fewer than 1,000 EVs"
95621,1027,209,7,44,6,50,6,Citrus Heights,38.69551,-121.30862,1112.0,48002,20.54,43.16726618705036,Well served
95623,115,47,0,0,0,0,0,,38.6075,-120.84873,134.0,2510,,18.73134328358209,"Fewer than 1,000 EVs"
95624,3755,800,4,1,18,19,1,Elk Grove,38.43203,-121.30506,546.0,21010,197.6315789473684,38.47985347985348,Locally sparse - chargers nearby
95625,7,0,0,0,0,0,0,,38.35728,-121.90861,264.0,7745,,29.33712121212121,"Fewer than 1,000 EVs"
95626,172,47,0,0,0,0,0,,38.73378,-121.48898,601.0,24796,,41.257903494176375,"Fewer than 1,000 EVs"
95627,61,15,5,9,0,9,0,Esparto,38.72936,-122.00959,80.0,911,6.777777777777778,11.3875,"Fewer than 1,000 EVs"
95628,2230,628,7,12,0,12,4,Fair Oaks,38.65212,-121.2543,1064.0,39008,185.83333333333334,36.661654135338345,Locally sparse - chargers nearby
95629,25,21,0,0,0,0,0,,38.51277,-120.6875,26.0,374,,14.384615384615385,"Fewer than 1,000 EVs"
95630,7637,1675,57,161,66,227,48,Folsom,38.66558,-121.141,730.0,27696,33.6431718061674,37.93972602739726,Well served
95631,150,41,0,0,0,0,0,,39.05453,-120.75365,0.0,400,,,"Fewer than 1,000 EVs"
95632,817,173,5,4,24,28,6,Galt,38.27705,-121.26128,203.0,1517,29.178571428571427,7.472906403940887,"Fewer than 1,000 EVs"
95633,73,28,0,0,0,0,0,,38.84919,-120.82328,69.0,1322,,19.159420289855074,"Fewer than 1,000 EVs"
95634,44,12,1,2,0,2,0,Georgetown,38.9123,-120.69443,2.0,117,22.0,58.5,"Fewer than 1,000 EVs"
95635,21,8,0,0,0,0,0,,38.91111,-120.90043,67.0,1792,,26.746268656716417,"Fewer than 1,000 EVs"
95636,7,9,0,0,0,0,0,,38.6274,-120.51852,21.0,84,,4.0,"Fewer than 1,000 EVs"
95637,15,2,0,0,0,0,0,,38.85283,-122.2729,0.0,44,,,"Fewer than 1,000 EVs"
95638,68,23,0,0,0,0,0,,38.33969,-121.11481,0.0,1435,,,"Fewer than 1,000 EVs"
95639,13,1,0,0,0,0,0,,38.39202,-121.49599,499.0,16312,,32.68937875751503,"Fewer than 1,000 EVs"
95640,203,52,1,4,0,4,0,Lone,38.33922,-120.94024,21.0,461,50.75,21.952380952380953,"Fewer than 1,000 EVs"
95641,32,17,0,0,0,0,0,,38.15046,-121.60271,5.0,729,,145.8,"Fewer than 1,000 EVs"
95642,142,36,3,5,8,13,12,Jackson,38.3434,-120.76398,25.0,631,10.923076923076923,25.24,"Fewer than 1,000 EVs"
95645,14,7,2,4,0,4,0,Knights Landing,38.89025,-121.79992,71.0,24,3.5,0.3380281690140845,"Fewer than 1,000 EVs"
95646,6,1,4,14,0,14,8,Kirkwood,38.63828,-120.01813,14.0,14,0.42857142857142855,1.0,"Fewer than 1,000 EVs"
95648,3521,690,23,47,8,55,13,Lincoln,38.92643,-121.31101,140.0,7627,64.01818181818182,54.47857142857143,Well served
95650,957,295,2,4,8,12,0,Loomis,38.81339,-121.16831,545.0,16305,79.75,29.91743119266055,"Fewer than 1,000 EVs"
95651,34,13,1,3,0,3,3,Lotus,38.82088,-120.93515,139.0,1587,11.333333333333334,11.417266187050359,"Fewer than 1,000 EVs"
95652,238,134,5,10,0,10,8,McClellan Park,38.66265,-121.40079,1928.0,50662,23.8,26.276970954356848,"Fewer than 1,000 EVs"
