zip,ev_2025,ev_2021,station_count,l2_ports,dcfc_ports,total_ports,total_ports_2021,city,latitude,longitude,ports_within_radius,evs_within_radius,evs_per_port_in_zip,evs_per_port_nearby,access_class
92107,1492,527,0,0,0,0,0,,32.7402,-117.24357,2500.0,40878,,16.3512,Locally sparse - chargers nearby
92108,2029,443,61,115,155,270,73,San Diego,32.77423,-117.14097,3013.0,72397,7.514814814814815,24.028211085297045,Well served
92109,2483,784,9,62,0,62,9,San Diego,32.78699,-117.23273,2938.0,47934,40.04838709677419,16.315180394826413,Well served
92110,1500,422,28,40,76,116,20,San Diego,32.76533,-117.19965,2882.0,51685,12.931034482758621,17.933726578764748,Well served
92111,2354,573,29,42,48,90,23,San Diego,32.8065,-117.16897,3102.0,74001,26.155555555555555,23.85589941972921,Well served
92113,637,101,7,8,15,23,9,San Diego,32.69591,-117.12012,2039.0,60748,27.695652173913043,29.79303580186366,"Fewer than 1,000 EVs"
92114,1827,258,2,4,0,4,0,San Diego,32.70778,-117.05529,2122.0,60382,456.75,28.45523091423186,Locally sparse - chargers nearby
92115,2106,550,12,21,13,34,6,San Diego,32.76154,-117.07187,2221.0,63408,61.94117647058823,28.54930211616389,Well served
92116,1772,555,2,7,6,13,0,San Diego,32.76484,-117.12303,2527.0,72285,136.30769230769232,28.605065294815986,Locally sparse - chargers nearby
92117,3041,822,3,1,11,12,3,San Diego,32.82493,-117.19972,3095.0,67734,253.41666666666666,21.884975767366722,Locally sparse - chargers nearby
92118,1334,382,20,42,5,47,8,Coronado,32.67466,-117.16915,1776.0,43233,28.382978723404257,24.342905405405407,Well served
92119,1327,329,1,0,12,12,0,San Diego,32.80896,-117.03232,1647.0,58249,110.58333333333333,35.366727383120825,Locally sparse - chargers nearby
92120,2302,569,8,46,1,47,3,San Diego,32.79526,-117.07317,2332.0,66257,48.97872340425532,28.412092624356774,Well served
92121,766,306,110,309,23,332,32,San Diego,32.8973,-117.20231,2322.0,65802,2.3072289156626504,28.338501291989665,"Fewer than 1,000 EVs"
92122,3318,898,25,54,20,74,28,San Diego,32.85681,-117.21017,2668.0,68113,44.83783783783784,25.52961019490255,Well served
92123,2360,503,61,137,25,162,20,San Diego,32.80958,-117.13419,3191.0,73633,14.567901234567902,23.075211532434974,Well served
92124,1867,467,0,0,0,0,0,,32.82823,-117.08528,3061.0,74096,,24.206468474354786,Locally sparse - chargers nearby
92126,5374,1099,17,35,34,69,16,San Diego,32.912,-117.14344,2265.0,76434,77.8840579710145,33.74569536423841,Locally sparse - chargers nearby
92127,7509,2253,56,125,16,141,22,San Diego,33.01913,-117.12339,1100.0,70777,53.255319148936174,64.34272727272727,Well served
92128,4804,1142,11,46,5,51,2,San Diego,32.99687,-117.07308,719.0,49820,94.19607843137256,69.29068150208623,Isolated - underserved by both measures
92129,5919,1492,12,24,14,38,14,San Diego,32.96354,-117.12622,1905.0,64308,155.76315789473685,33.75748031496063,Locally sparse - chargers nearby
92130,10291,3061,39,99,36,135,30,San Diego,32.94763,-117.20586,2007.0,65844,76.22962962962963,32.80717488789238,Locally sparse - chargers nearby
92131,4813,1371,11,16,12,28,1,San Diego,32.89604,-117.05737,1630.0,74305,171.89285714285714,45.58588957055215,Locally sparse - chargers nearby
92132,1,0,6,12,0,12,0,San Diego,32.71368,-117.17201,1923.0,48017,0.08333333333333333,24.96983879355174,"Fewer than 1,000 EVs"
92134,3,1,0,0,0,0,0,,32.72512,-117.14541,1977.0,60232,,30.466363176530095,"Fewer than 1,000 EVs"
92136,32,5,0,0,0,0,0,,32.68254,-117.12307,1904.0,58268,,30.602941176470587,"Fewer than 1,000 EVs"
92139,952,173,1,0,6,6,0,San Diego,32.68006,-117.04889,1826.0,56426,158.66666666666666,30.901423877327492,"Fewer than 1,000 EVs"
92140,3,0,1,0,1,1,0,San Diego,32.74041,-117.1984,2584.0,51790,3.0,20.042569659442723,"Fewer than 1,000 EVs"
92145,12,2,0,0,0,0,0,,32.86292,-117.14579,2703.0,71706,,26.528301886792452,"Fewer than 1,000 EVs"
92147,0,1,0,0,0,0,0,,32.72478,-117.21895,1890.0,48048,,25.42222222222222,"Fewer than 1,000 EVs"
92154,2854,425,9,3,29,32,4,San Diego,32.578,-116.96621,367.0,22286,89.1875,60.724795640326974,Locally sparse - chargers nearby
92155,2,0,1,8,0,8,0,San Diego,32.67148,-117.16714,1775.0,43233,0.25,24.356619718309858,"Fewer than 1,000 EVs"
92161,0,0,1,2,0,2,2,San Diego,32.8742,-117.23159,2375.0,56066,0.0,23.606736842105263,"Fewer than 1,000 EVs"
92173,714,86,5,2,30,32,7,San Diego,32.55552,-117.05114,377.0,21761,22.3125,57.721485411140584,"Fewer than 1,000 EVs"
92182,3,1,16,24,1,25,11,San Diego,32.77498,-117.07424,2193.0,65050,0.12,29.662562699498405,"Fewer than 1,000 EVs"
92201,1147,182,17,28,2,30,15,Indio,33.70804,-116.23502,330.0,9345,38.233333333333334,28.318181818181817,Well served
92203,1651,297,4,3,51,54,50,Indio,33.75159,-116.24139,402.0,7401,30.574074074074073,18.41044776119403,Well served
92210,506,150,23,66,0,66,20,Indian Wells,33.70357,-116.33953,493.0,12639,7.666666666666667,25.636916835699797,"Fewer than 1,000 EVs"
92211,1771,396,18,81,8,89,4,Palm Desert,33.76593,-116.33241,510.0,12997,19.89887640449438,25.484313725490196,Well served
92220,933,133,3,6,3,9,2,Banning,33.93992,-116.83935,100.0,4156,103.66666666666667,41.56,"Fewer than 1,000 EVs"
92223,3169,542,8,8,48,56,21,Beaumont,33.9382,-116.98137,117.0,8744,56.589285714285715,74.73504273504274,Locally fine - crowded region
92225,102,29,13,39,4,43,6,Blythe,33.71642,-114.65606,43.0,102,2.372093023255814,2.372093023255814,"Fewer than 1,000 EVs"
92227,257,35,4,7,16,23,0,Brawley,32.98677,-115.3341,23.0,257,11.173913043478262,11.173913043478262,"Fewer than 1,000 EVs"
92230,29,5,5,4,36,40,28,Cabazon,33.9088,-116.76879,46.0,1103,0.725,23.97826086956522,"Fewer than 1,000 EVs"
92231,578,55,11,17,16,33,0,Calexico,32.68751,-115.56433,138.0,1350,17.515151515151516,9.782608695652174,"Fewer than 1,000 EVs"
92233,22,5,2,2,8,10,0,Calipatria,33.14736,-115.50686,10.0,29,2.2,2.9,"Fewer than 1,000 EVs"
92234,1852,339,13,43,14,57,12,Cathedral City,33.81386,-116.46663,547.0,10991,32.49122807017544,20.09323583180987,Well served
92236,482,43,2,2,1,3,2,Coachella,33.70276,-116.07254,80.0,1629,160.66666666666666,20.3625,"Fewer than 1,000 EVs"
92239,7,1,0,0,0,0,0,,33.87424,-115.24396,0.0,7,,,"Fewer than 1,000 EVs"
92240,726,132,8,16,0,16,1,Desert Hot Springs,33.95291,-116.5194,250.0,2801,45.375,11.204,"Fewer than 1,000 EVs"
92241,171,37,1,7,0,7,0,Desert Hot Springs,33.84634,-116.28342,306.0,4899,24.428571428571427,16.00980392156863,"Fewer than 1,000 EVs"
92242,4,1,0,0,0,0,0,,34.19019,-114.30755,0.0,4,,,"Fewer than 1,000 EVs"
92243,672,93,9,12,70,82,36,El Centro,32.77285,-115.60065,144.0,1909,8.195121951219512,13.256944444444445,"Fewer than 1,000 EVs"
92249,100,6,1,0,20,20,0,Heber,32.72606,-115.48218,138.0,1350,5.0,9.782608695652174,"Fewer than 1,000 EVs"
92250,56,8,0,0,0,0,0,,32.79188,-115.23454,0.0,56,,,"Fewer than 1,000 EVs"
92251,550,63,5,9,0,9,0,Imperial,32.87129,-115.71804,39.0,1231,61.111111111111114,31.564102564102566,"Fewer than 1,000 EVs"
92252,208,52,6,16,12,28,0,Joshua Tree,34.14801,-116.28422,63.0,750,7.428571428571429,11.904761904761905,"Fewer than 1,000 EVs"
92253,2155,485,14,47,15,62,26,La Quinta,33.65562,-116.28785,379.0,8692,34.75806451612903,22.934036939313984,Well served
92254,67,7,0,0,0,0,0,,33.54371,-115.99995,1.0,197,,197.0,"Fewer than 1,000 EVs"
92256,88,22,0,0,0,0,0,,34.07207,-116.61761,12.0,863,,71.91666666666667,"Fewer than 1,000 EVs"
92257,17,3,0,0,0,0,0,,33.33976,-115.52814,0.0,17,,,"Fewer than 1,000 EVs"
92258,14,1,0,0,0,0,0,,33.91791,-116.56002,271.0,4565,,16.8450184501845,"Fewer than 1,000 EVs"
92259,4,1,0,0,0,0,0,,32.73478,-115.94632,0.0,4,,,"Fewer than 1,000 EVs"
92260,1462,380,11,41,5,46,31,Palm Desert,33.69841,-116.40519,435.0,12840,31.782608695652176,29.517241379310345,Well served
92262,1945,553,91,166,38,204,76,Palm Springs,33.86287,-116.55736,354.0,6343,9.534313725490197,17.918079096045197,Well served
92264,1665,420,14,32,4,36,33,Palm Springs,33.73575,-116.50544,496.0,9781,46.25,19.719758064516128,Well served
92266,0,1,0,0,0,0,0,,33.17507,-114.92594,0.0,0,,,"Fewer than 1,000 EVs"
92268,21,3,0,0,0,0,0,,34.16146,-116.55002,35.0,651,,18.6,"Fewer than 1,000 EVs"
92270,2123,539,27,53,44,97,48,Rancho Mirage,33.76399,-116.42705,651.0,9538,21.88659793814433,14.651305683563749,Well served
92273,9,0,0,0,0,0,0,,32.80798,-115.69592,67.0,1231,,18.37313432835821,"Fewer than 1,000 EVs"
92274,130,21,1,0,1,1,0,Thermal,33.47031,-116.11387,1.0,197,130.0,197.0,"Fewer than 1,000 EVs"
92275,5,3,0,0,0,0,0,,33.20783,-115.88084,0.0,5,,,"Fewer than 1,000 EVs"
92276,159,47,0,0,0,0,0,,33.83234,-116.38648,595.0,9709,,16.31764705882353,"Fewer than 1,000 EVs"
92277,342,71,5,4,10,14,8,Twentynine Palms,34.11248,-115.68752,14.0,342,24.428571428571427,24.428571428571427,"Fewer than 1,000 EVs"
92278,4,1,0,0,0,0,0,,34.23505,-116.05825,14.0,4,,0.2857142857142857,"Fewer than 1,000 EVs"
92280,1,0,0,0,0,0,0,,34.13963,-114.84652,0.0,1,,,"Fewer than 1,000 EVs"
92281,7,1,0,0,0,0,0,,33.05033,-115.61264,33.0,29,,0.8787878787878788,"Fewer than 1,000 EVs"
92282,28,8,0,0,0,0,0,,33.96253,-116.65829,62.0,2830,,45.645161290322584,"Fewer than 1,000 EVs"
92283,3,0,0,0,0,0,0,,32.83741,-114.79462,0.0,3,,,"Fewer than 1,000 EVs"
92284,542,114,6,11,24,35,0,Yucca Valley,34.16013,-116.42474,57.0,771,15.485714285714286,13.526315789473685,"Fewer than 1,000 EVs"
92285,41,7,0,0,0,0,0,,34.33762,-116.51364,0.0,41,,,"Fewer than 1,000 EVs"
92301,534,76,1,15,0,15,0,Adelanto,34.65183,-117.52617,15.0,534,35.6,35.6,"Fewer than 1,000 EVs"
92305,8,3,0,0,0,0,0,,34.17018,-116.83231,54.0,335,,6.203703703703703,"Fewer than 1,000 EVs"
92307,933,209,4,7,0,7,2,Apple Valley,34.59078,-117.14127,30.0,933,133.28571428571428,31.1,"Fewer than 1,000 EVs"
92308,896,189,7,13,6,19,0,Apple Valley,34.42005,-117.15558,64.0,3319,47.1578947368421,51.859375,"Fewer than 1,000 EVs"
92309,2,1,7,0,164,164,108,Baker,35.24942,-116.15578,164.0,2,0.012195121951219513,0.012195121951219513,"Fewer than 1,000 EVs"
92310,96,13,0,0,0,0,0,,35.33443,-116.76306,0.0,96,,,"Fewer than 1,000 EVs"
92311,320,54,17,57,229,286,27,Barstow,34.97204,-117.0101,286.0,338,1.118881118881119,1.1818181818181819,"Fewer than 1,000 EVs"
92313,379,82,5,36,2,38,1,Grand Terrace,34.03142,-117.31373,1348.0,27703,9.973684210526315,20.551186943620177,"Fewer than 1,000 EVs"
92314,135,28,0,0,0,0,0,,34.2576,-116.80075,54.0,329,,6.092592592592593,"Fewer than 1,000 EVs"
92315,132,28,12,32,22,54,0,Big Bear Lake,34.22011,-116.95301,54.0,489,2.4444444444444446,9.055555555555555,"Fewer than 1,000 EVs"
92316,442,65,5,6,0,6,0,Bloomington,34.0576,-117.39076,1168.0,26991,73.66666666666667,23.108732876712327,"Fewer than 1,000 EVs"
92317,87,17,1,0,1,1,0,Blue Jay,34.24507,-117.20874,292.0,3978,87.0,13.623287671232877,"Fewer than 1,000 EVs"
92320,450,74,2,7,12,19,7,Calimesa,33.9874,-117.05024,200.0,11351,23.68421052631579,56.755,"Fewer than 1,000 EVs"
92321,29,13,0,0,0,0,0,,34.24748,-117.14694,216.0,3561,,16.48611111111111,"Fewer than 1,000 EVs"
92322,18,7,0,0,0,0,0,,34.25419,-117.32259,261.0,6186,,23.701149425287355,"Fewer than 1,000 EVs"
92324,1092,239,10,35,47,82,6,Colton,34.03398,-117.29008,1314.0,22263,13.317073170731707,16.942922374429223,Well served
92325,236,62,1,1,0,1,0,Crestline,34.24554,-117.27506,334.0,8766,236.0,26.24550898203593,"Fewer than 1,000 EVs"
92327,1,0,0,0,0,0,0,,34.86632,-116.84347,204.0,19,,0.09313725490196079,"Fewer than 1,000 EVs"
92328,3,1,1,2,0,2,2,Death Valley,36.39482,-117.02718,2.0,3,1.5,1.5,"Fewer than 1,000 EVs"
92332,0,0,2,1,4,5,1,Essex,34.90728,-115.36409,5.0,0,0.0,0.0,"Fewer than 1,000 EVs"
92333,19,4,0,0,0,0,0,,34.26951,-116.96277,54.0,481,,8.907407407407407,"Fewer than 1,000 EVs"
92335,1363,244,26,44,0,44,6,Fontana,34.08733,-117.46519,948.0,34695,30.977272727272727,36.598101265822784,Well served
92336,6889,1135,6,7,31,38,24,Fontana,34.13686,-117.46033,512.0,29988,181.28947368421052,58.5703125,Locally sparse - chargers nearby
92337,1093,225,3,8,0,8,1,Fontana,34.04967,-117.47145,979.0,43955,136.625,44.89785495403473,Locally sparse - chargers nearby
92339,25,13,0,0,0,0,0,,34.08189,-116.83838,1.0,2635,,2635.0,"Fewer than 1,000 EVs"
92341,13,1,0,0,0,0,0,,34.24009,-117.06798,77.0,720,,9.35064935064935,"Fewer than 1,000 EVs"
92342,204,47,0,0,0,0,0,,34.76078,-117.33795,0.0,217,,,"Fewer than 1,000 EVs"
92344,787,124,0,0,0,0,0,,34.39176,-117.40657,136.0,5040,,37.05882352941177,"Fewer than 1,000 EVs"
92345,1417,235,13,17,64,81,30,Hesperia,34.36415,-117.30984,162.0,6203,17.493827160493826,38.29012345679013,Well served
92346,1891,410,24,38,19,57,8,Highland,34.12629,-117.1792,845.0,11500,33.175438596491226,13.609467455621301,Well served
92347,7,3,0,0,0,0,0,,34.95003,-117.25802,0.0,7,,,"Fewer than 1,000 EVs"
92350,9,6,0,0,0,0,0,,34.05296,-117.2617,1237.0,18312,,14.803556992724333,"Fewer than 1,000 EVs"
92352,221,49,4,4,12,16,2,Lake Arrowhead,34.26824,-117.18486,198.0,4996,13.8125,25.232323232323232,"Fewer than 1,000 EVs"
92354,1164,258,24,44,4,48,3,Loma Linda,34.04933,-117.25119,1223.0,18312,24.25,14.973017170891252,Well served
92356,57,15,2,3,0,3,2,Lucerne Valley,34.49633,-116.89265,3.0,57,19.0,19.0,"Fewer than 1,000 EVs"
92358,32,9,0,0,0,0,0,,34.24624,-117.56762,68.0,17649,,259.54411764705884,"Fewer than 1,000 EVs"
92359,234,41,0,0,0,0,0,,34.08296,-117.07026,199.0,8335,,41.88442211055276,"Fewer than 1,000 EVs"
92363,29,5,5,0,34,34,8,Needles,34.70863,-114.57562,34.0,29,0.8529411764705882,0.8529411764705882,"Fewer than 1,000 EVs"
92364,0,0,3,2,4,6,0,Nipton,35.35678,-115.43741,6.0,0,0.0,0.0,"Fewer than 1,000 EVs"
92365,24,3,0,0,0,0,0,,34.88843,-116.54129,0.0,24,,,"Fewer than 1,000 EVs"
92368,13,4,0,0,0,0,0,,34.65508,-117.30893,76.0,1078,,14.18421052631579,"Fewer than 1,000 EVs"
92369,9,3,0,0,0,0,0,,34.13941,-117.21966,930.0,13310,,14.311827956989248,"Fewer than 1,000 EVs"
92371,248,57,0,0,0,0,0,,34.43837,-117.54266,36.0,2916,,81.0,"Fewer than 1,000 EVs"
92372,128,30,0,0,0,0,0,,34.45097,-117.62859,1.0,573,,573.0,"Fewer than 1,000 EVs"
92373,2074,628,4,8,4,12,4,Redlands,34.00648,-117.15351,795.0,18807,172.83333333333334,23.656603773584905,Locally sparse - chargers nearby
92374,1861,361,29,56,63,119,11,Redlands,34.06738,-117.17482,892.0,14855,15.638655462184873,16.65358744394619,Well served
92376,1413,211,9,23,14,37,0,Rialto,34.11053,-117.37997,1072.0,27581,38.189189189189186,25.728544776119403,Well served
92377,825,175,2,4,0,4,0,Rialto,34.15234,-117.40412,804.0,22747,206.25,28.29228855721393,"Fewer than 1,000 EVs"
92378,13,2,0,0,0,0,0,,34.23206,-117.22483,435.0,6537,,15.027586206896551,"Fewer than 1,000 EVs"
92382,147,34,0,0,0,0,0,,34.20604,-117.11276,214.0,3946,,18.439252336448597,"Fewer than 1,000 EVs"
92384,1,0,2,3,6,9,0,Shoshone,35.98255,-116.1505,9.0,1,0.1111111111111111,0.1111111111111111,"Fewer than 1,000 EVs"
92385,19,2,1,39,0,39,0,Skyforest,34.21345,-117.23057,574.0,6891,0.48717948717948717,12.005226480836237,"Fewer than 1,000 EVs"
92386,35,7,0,0,0,0,0,,34.23702,-116.82523,54.0,329,,6.092592592592593,"Fewer than 1,000 EVs"
92391,40,15,0,0,0,0,0,,34.23958,-117.23665,400.0,7954,,19.885,"Fewer than 1,000 EVs"
92392,1582,247,10,15,21,36,12,Victorville,34.479,-117.40884,224.0,5901,43.94444444444444,26.34375,Well served
92394,861,127,7,4,30,34,2,Victorville,34.563,-117.3542,221.0,3462,25.323529411764707,15.665158371040723,"Fewer than 1,000 EVs"
92395,1006,201,18,27,31,58,4,Victorville,34.50032,-117.29479,242.0,6549,17.344827586206897,27.06198347107438,Well served
92397,171,46,1,1,0,1,0,Wrightwood,34.36212,-117.69136,1.0,591,171.0,591.0,"Fewer than 1,000 EVs"
92398,18,3,5,2,64,66,24,Yermo,34.97178,-116.83808,66.0,339,0.2727272727272727,5.136363636363637,"Fewer than 1,000 EVs"
92399,1669,390,6,13,0,13,1,Yucaipa,34.04469,-117.004,93.0,9482,128.3846153846154,101.95698924731182,Isolated - underserved by both measures
92401,17,4,6,10,0,10,0,San Bernardino,34.10586,-117.29188,1107.0,26167,1.7,23.637759710930442,"Fewer than 1,000 EVs"
92404,856,201,17,120,0,120,0,San Bernardino,34.17862,-117.23891,889.0,12150,7.133333333333334,13.667041619797525,"Fewer than 1,000 EVs"
92405,399,89,1,0,2,2,2,San Bernardino,34.14578,-117.30225,1050.0,20555,199.5,19.576190476190476,"Fewer than 1,000 EVs"
92407,1794,381,3,3,13,16,3,San Bernardino,34.22394,-117.38839,305.0,17257,112.125,56.58032786885246,Locally sparse - chargers nearby
92408,354,58,94,175,47,222,18,San Bernardino,34.0845,-117.2653,1131.0,17906,1.5945945945945945,15.832007073386384,"Fewer than 1,000 EVs"
92410,471,68,28,76,10,86,8,San Bernardino,34.10655,-117.29574,1113.0,26167,5.476744186046512,23.510332434860736,"Fewer than 1,000 EVs"
92411,252,46,3,6,0,6,0,San Bernardino,34.12214,-117.32291,1033.0,23601,42.0,22.84704743465634,"Fewer than 1,000 EVs"
92415,25,9,2,22,0,22,0,San Bernardino,34.10506,-117.28685,1105.0,16121,1.1363636363636365,14.589140271493212,"Fewer than 1,000 EVs"
92501,677,179,22,42,27,69,47,Riverside,33.99496,-117.37367,974.0,29265,9.81159420289855,30.046201232032853,"Fewer than 1,000 EVs"
92503,3370,803,12,24,1,25,8,Riverside,33.88308,-117.45222,447.0,36547,134.8,81.76062639821029,Isolated - underserved by both measures
92504,1762,407,14,28,0,28,4,Riverside,33.90607,-117.39854,564.0,25690,62.92857142857143,45.54964539007092,Well served
92505,1392,281,2,10,0,10,8,Riverside,33.92663,-117.4928,624.0,38249,139.2,61.29647435897436,Locally sparse - chargers nearby
92506,2459,744,3,13,2,15,13,Riverside,33.93478,-117.36689,709.0,23037,163.93333333333334,32.492242595204516,Locally sparse - chargers nearby
92507,2020,437,55,95,22,117,41,Riverside,33.97464,-117.32234,1168.0,27172,17.264957264957264,23.263698630136986,Well served
92508,2288,513,4,6,1,7,0,Riverside,33.89039,-117.3282,531.0,21037,326.85714285714283,39.61770244821092,Locally sparse - chargers nearby
92509,2023,401,9,11,34,45,11,Riverside,34.00293,-117.44547,994.0,35209,44.955555555555556,35.4215291750503,Well served
92518,325,11,6,22,0,22,2,Riverside,33.89602,-117.27705,497.0,19261,14.772727272727273,38.754527162977865,"Fewer than 1,000 EVs"
92521,8,5,0,0,0,0,0,,33.96794,-117.32731,996.0,23984,,24.080321285140563,"Fewer than 1,000 EVs"
92530,2006,413,6,10,27,37,33,Lake Elsinore,33.63386,-117.37949,81.0,10707,54.21621621621622,132.1851851851852,Locally fine - crowded region
92532,2891,486,7,0,27,27,0,Lake Elsinore,33.69052,-117.30241,199.0,14406,107.07407407407408,72.39195979899498,Isolated - underserved by both measures
92536,122,37,0,0,0,0,0,,33.48791,-116.81528,6.0,134,,22.333333333333332,"Fewer than 1,000 EVs"
92539,71,8,6,8,2,10,3,Anza,33.51579,-116.64432,10.0,140,7.1,14.0,"Fewer than 1,000 EVs"
92543,563,96,3,4,2,6,4,Hemet,33.69867,-116.97916,15.0,6709,93.83333333333333,447.26666666666665,"Fewer than 1,000 EVs"
92544,822,168,0,0,0,0,0,,33.64581,-116.86033,4.0,1385,,346.25,"Fewer than 1,000 EVs"
92545,1022,194,3,3,2,5,3,Hemet,33.7311,-117.0359,63.0,12174,204.4,193.23809523809524,Isolated - underserved by both measures
92548,256,25,0,0,0,0,0,,33.76392,-117.10907,130.0,13969,,107.45384615384616,"Fewer than 1,000 EVs"
92549,113,31,3,6,0,6,2,Idyllwild,33.80886,-116.71212,146.0,2087,18.833333333333332,14.294520547945206,"Fewer than 1,000 EVs"
92551,808,131,5,7,1,8,0,Moreno Valley,33.88148,-117.22521,361.0,17635,101.0,48.850415512465375,"Fewer than 1,000 EVs"
92553,1250,181,16,51,27,78,17,Moreno Valley,33.92335,-117.24532,590.0,21339,16.025641025641026,36.16779661016949,Well served
92555,1894,348,21,42,1,43,9,Moreno Valley,33.9133,-117.10867,283.0,13939,44.04651162790697,49.254416961130744,Well served
92557,1649,324,10,38,6,44,2,Moreno Valley,33.96855,-117.25704,1074.0,24509,37.47727272727273,22.82029795158287,Well served
92561,69,14,0,0,0,0,0,,33.63704,-116.57441,6.0,1805,,300.8333333333333,"Fewer than 1,000 EVs"
92562,3525,869,24,34,35,69,10,Murrieta,33.53579,-117.35098,102.0,7306,51.08695652173913,71.62745098039215,Locally fine - crowded region
92563,4847,986,15,30,34,64,16,Murrieta,33.58435,-117.14458,482.0,23309,75.734375,48.35892116182573,Locally sparse - chargers nearby
92567,210,44,0,0,0,0,0,,33.82378,-117.10305,129.0,8418,,65.25581395348837,"Fewer than 1,000 EVs"
92570,1169,266,8,19,0,19,4,Perris,33.78377,-117.31737,181.0,17459,61.526315789473685,96.45856353591161,Locally fine - crowded region
92571,1481,204,9,14,18,32,0,Perris,33.84182,-117.19522,275.0,13448,46.28125,48.90181818181818,Well served
92582,629,115,1,2,0,2,2,San Jacinto,33.80489,-117.01873,74.0,9807,314.5,132.52702702702703,"Fewer than 1,000 EVs"
92583,541,84,1,2,0,2,0,San Jacinto,33.79662,-116.93188,50.0,2755,270.5,55.1,"Fewer than 1,000 EVs"
92584,3959,628,4,12,38,50,23,Menifee,33.66167,-117.18079,359.0,23188,79.18,64.59052924791087,Locally sparse - chargers nearby
92585,1523,216,0,0,0,0,0,,33.74217,-117.16723,163.0,17466,,107.15337423312883,Isolated - underserved by both measures
92586,595,129,1,2,0,2,0,Menifee,33.70773,-117.20045,275.0,23092,297.5,83.97090909090909,"Fewer than 1,000 EVs"
92587,855,253,0,0,0,0,0,,33.69466,-117.25196,263.0,19509,,74.1787072243346,"Fewer than 1,000 EVs"
92590,367,107,11,28,1,29,9,Temecula,33.48391,-117.22075,451.0,16085,12.655172413793103,35.66518847006652,"Fewer than 1,000 EVs"
92591,2956,573,16,30,58,88,12,Temecula,33.53432,-117.1092,446.0,20451,33.59090909090909,45.8542600896861,Well served
92592,5446,1263,25,106,38,144,22,Temecula,33.511,-117.0242,339.0,16191,37.81944444444444,47.76106194690266,Well served
92595,1408,311,4,13,4,17,3,Wildomar,33.61638,-117.26028,389.0,20453,82.82352941176471,52.57840616966581,Locally sparse - chargers nearby
92596,2876,397,4,23,0,23,0,Winchester,33.64739,-117.07641,316.0,24043,125.04347826086956,76.08544303797468,Isolated - underserved by both measures
92602,5828,1482,16,20,11,31,8,Irvine,33.72645,-117.7287,2888.0,99700,188.0,34.52216066481994,Locally sparse - chargers nearby
92603,3612,1244,64,109,1,110,6,Irvine,33.62927,-117.79408,3310.0,119923,32.836363636363636,36.230513595166165,Well served
92604,2756,829,27,46,36,82,10,Irvine,33.6879,-117.7889,3529.0,131219,33.609756097560975,37.1830546897138,Well served
92606,2983,770,20,45,2,47,4,Irvine,33.69849,-117.8123,3734.0,131666,63.46808510638298,35.261381896089986,Well served
92610,1749,510,10,19,5,24,8,Lake Forest,33.68336,-117.65404,1484.0,85150,72.875,57.378706199460915,Locally sparse - chargers nearby
92612,3491,930,130,259,17,276,56,Irvine,33.65984,-117.82457,3550.0,126437,12.648550724637682,35.616056338028166,Well served
92614,3610,986,63,139,40,179,70,Irvine,33.68173,-117.83316,3798.0,128747,20.16759776536313,33.8986308583465,Well served
92617,963,355,107,181,0,181,38,Irvine,33.64197,-117.84103,3381.0,116911,5.320441988950276,34.57882283348122,"Fewer than 1,000 EVs"
92618,14710,3296,336,730,33,763,78,Irvine,33.66729,-117.73362,3048.0,114517,19.27916120576671,37.57119422572178,Well served
92620,9716,2743,15,20,11,31,10,Irvine,33.70661,-117.75695,3366.0,119170,313.4193548387097,35.4040404040404,Locally sparse - chargers nearby
92624,537,178,2,2,12,14,2,Dana Point,33.46082,-117.66656,433.0,37539,38.357142857142854,86.69515011547344,"Fewer than 1,000 EVs"
92625,1953,820,3,9,0,9,9,Newport Beach,33.60229,-117.86551,3067.0,98272,217.0,32.041734594065865,Locally sparse - chargers nearby
92626,3686,1146,102,258,61,319,52,Costa Mesa,33.67896,-117.90844,3834.0,103052,11.554858934169278,26.878455920709442,Well served
92627,3293,1139,5,7,20,27,2,Costa Mesa,33.64786,-117.9205,3089.0,85900,121.96296296296296,27.80835221754613,Locally sparse - chargers nearby
92629,2582,866,12,24,0,24,6,Dana Point,33.47678,-117.70459,480.0,44564,107.58333333333333,92.84166666666667,Isolated - underserved by both measures
92630,6598,1786,22,46,26,72,2,Lake Forest,33.64709,-117.68428,2332.0,103137,91.63888888888889,44.226843910806174,Locally sparse - chargers nearby
92637,1104,271,9,14,3,17,7,Laguna Woods,33.60796,-117.72799,2791.0,108689,64.94117647058823,38.94267287710498,Well served
92646,4173,1409,4,17,10,27,1,Huntington Beach,33.66525,-117.96755,2557.0,78131,154.55555555555554,30.555729370355884,Locally sparse - chargers nearby
92647,3146,1025,18,34,24,58,16,Huntington Beach,33.72395,-118.00685,2967.0,90058,54.241379310344826,30.353218739467476,Well served
92648,4115,1664,25,85,7,92,26,Huntington Beach,33.68212,-118.0101,2213.0,76046,44.72826086956522,34.36330772706733,Well served
92649,2849,1150,2,5,3,8,4,Huntington Beach,33.72037,-118.04423,2096.0,82080,356.125,39.16030534351145,Locally sparse - chargers nearby
92651,3646,1495,12,34,0,34,20,Laguna Beach,33.56535,-117.77399,2381.0,95541,107.23529411764706,40.12641747165057,Locally sparse - chargers nearby
92653,2933,943,9,17,33,50,2,Laguna Hills,33.59276,-117.69994,1904.0,109857,58.66,57.698004201680675,Well served
