zip,ev_2025,ev_2021,station_count,l2_ports,dcfc_ports,total_ports,total_ports_2021,city
94524,11,0,0,0,0,0,0,
94525,129,60,0,0,0,0,0,
94526,3882,1250,6,11,1,12,2,Danville
94528,167,74,0,0,0,0,0,
94529,0,1,0,0,0,0,0,
94530,2388,887,7,10,26,36,16,El Cerrito
94531,2784,536,2,0,20,20,10,Antioch
94533,2753,537,19,38,67,105,31,Fairfield
94534,3169,900,34,57,58,115,19,Fairfield
94535,96,15,0,0,0,0,0,
94536,7055,2497,4,4,15,19,3,Fremont
94537,16,7,0,0,0,0,0,
94538,13172,2610,72,114,86,200,99,Fremont
94539,9847,4140,34,87,11,98,12,Fremont
94540,30,9,0,0,0,0,0,
94541,2810,820,7,23,42,65,16,Hayward
94542,1586,545,25,50,0,50,12,Hayward
94543,5,3,0,0,0,0,0,
94544,4364,803,50,97,33,130,16,Hayward
94545,2052,614,38,68,12,80,11,Hayward
94546,3129,889,8,10,3,13,3,Castro Valley
94547,2168,651,12,21,14,35,0,Hercules
94548,14,8,0,0,0,0,0,
94549,4098,1512,4,9,0,9,5,Lafayette
94550,3967,1228,22,34,19,53,2,Livermore
94551,2687,739,40,74,136,210,52,Livermore
94552,1989,698,0,0,0,0,0,
94553,2817,835,36,43,22,65,10,Martinez
94555,4503,1903,13,23,0,23,0,Fremont
94556,2019,662,8,15,0,15,2,Moraga
94557,1,1,0,0,0,0,0,
94558,3526,1064,72,197,65,262,91,Napa
94559,1444,456,60,138,0,138,45,Napa
94560,5344,1525,30,57,77,134,29,Newark
94561,2185,438,16,26,18,44,0,Oakley
94562,21,6,5,12,0,12,12,Oakville
94563,3578,1463,0,0,0,0,0,
94564,1074,334,3,2,22,24,0,Pinole
94565,3502,749,20,38,8,46,10,Pittsburg
94566,5751,2136,30,55,35,90,22,Pleasanton
94567,29,6,0,0,0,0,0,
94568,10666,3435,79,213,84,297,54,Dublin
94569,6,2,0,0,0,0,0,
94570,8,1,0,0,0,0,0,
94571,494,144,2,4,1,5,2,Rio Vista
94572,379,104,0,0,0,0,0,
94573,41,26,5,13,0,13,2,Rutherford
94574,584,229,35,72,0,72,64,St. Helena
94575,2,0,0,0,0,0,0,
94576,8,2,1,2,0,2,2,Deer Park
94577,2464,779,8,25,23,48,18,San Leandro
94578,1519,411,7,11,4,15,7,San Leandro
94579,1314,378,7,18,0,18,8,San Leandro
94580,1317,324,4,6,0,6,0,San Lorenzo
94581,13,8,0,0,0,0,0,
94582,8254,3084,8,16,2,18,2,San Ramon
94583,4643,1358,23,100,95,195,80,San Ramon
94585,921,229,7,19,28,47,3,Suisun City
94586,94,34,0,0,0,0,0,
94587,5566,1732,30,46,25,71,8,Union City
94588,3984,1403,55,129,76,205,46,Pleasanton
94589,758,195,3,6,0,6,0,Vallejo
94590,1008,323,24,34,36,70,2,Vallejo
94591,2671,808,8,8,42,50,18,Vallejo
94592,107,36,1,2,0,2,2,Vallejo
94595,1546,519,2,0,10,10,0,Walnut Creek
94596,2096,641,30,57,33,90,38,Walnut Creek
94597,1891,584,17,34,18,52,17,Walnut Creek
94598,2907,886,24,41,24,65,6,Walnut Creek
94599,175,51,9,20,0,20,14,Yountville
94601,1105,306,0,0,0,0,0,
94602,2334,965,2,2,8,10,2,Oakland
94603,582,142,2,3,8,11,3,Oakland
94604,16,8,0,0,0,0,0,
94605,2298,785,3,3,0,3,0,Oakland
94606,1246,396,5,8,3,11,5,Oakland
94607,1293,427,158,372,28,400,41,Oakland
94608,1962,685,23,39,39,78,46,Emeryville
94609,1156,411,17,29,2,31,0,Oakland
94610,2461,1046,0,0,0,0,0,
94611,5202,2254,5,9,0,9,4,Piedmont
94612,952,315,59,186,37,223,11,Oakland
94613,1,1,0,0,0,0,0,
94614,4,0,0,0,0,0,0,
94616,1,0,0,0,0,0,0,
94618,2197,940,0,0,0,0,0,
94619,1677,685,1,4,0,4,0,Oakland
94620,2,2,0,0,0,0,0,
94621,594,191,15,73,17,90,23,Oakland
94623,8,4,0,0,0,0,0,
94624,0,1,0,0,0,0,0,
94634,0,1,0,0,0,0,0,
94641,0,1,0,0,0,0,0,
94650,0,1,0,0,0,0,0,
94656,1,1,0,0,0,0,0,
94661,9,8,0,0,0,0,0,
94662,15,9,0,0,0,0,0,
94701,3,1,0,0,0,0,0,
94702,1313,457,3,6,0,6,2,Berkeley
94703,1178,446,0,0,0,0,0,
94704,485,186,42,71,0,71,11,Berkeley
94705,1658,737,8,11,4,15,1,Berkeley
94706,1584,608,2,11,0,11,0,Albany
94707,1913,863,1,0,2,2,0,Berkeley
94708,1819,806,0,0,0,0,0,
94709,489,202,1,2,0,2,0,Berkeley
94710,599,224,15,35,30,65,24,Berkeley
94712,10,1,0,0,0,0,0,
94720,2,1,2,27,0,27,0,Berkeley
94747,0,2,0,0,0,0,0,
94762,0,1,0,0,0,0,0,
94801,853,282,2,4,0,4,0,Richmond
94802,4,0,0,0,0,0,0,
94803,1680,540,0,0,0,0,0,
94804,1925,587,16,34,29,63,33,Richmond
94805,856,306,1,0,4,4,0,Richmond
94806,2034,585,19,29,7,36,4,San Pablo
94807,9,3,0,0,0,0,0,
94808,2,0,0,0,0,0,0,
94820,10,6,0,0,0,0,0,
94901,3294,1195,26,51,8,59,10,San Rafael
94903,2824,1005,42,129,2,131,12,San Rafael
94904,1791,648,4,26,14,40,16,Larkspur
94912,18,8,0,0,0,0,0,
94913,18,12,0,0,0,0,0,
94914,8,1,0,0,0,0,0,
94915,10,10,0,0,0,0,0,
94920,2231,817,13,27,0,27,13,Belvedere Tiburon
94922,27,6,0,0,0,0,0,
94923,129,49,1,0,8,8,0,Bodega Bay
94924,84,38,0,0,0,0,0,
94925,1281,406,6,14,16,30,10,Corte Madera
94927,14,4,0,0,0,0,0,
94928,1753,507,51,82,32,114,18,Rohnert Park
94929,19,10,1,1,0,1,0,Dillon Beach
94930,815,298,3,6,0,6,4,Fairfax
94931,457,215,4,4,12,16,3,Cotati
94933,57,23,0,0,0,0,0,
94937,132,59,1,4,0,4,4,Inverness
94938,52,22,0,0,0,0,0,
94939,942,340,32,55,14,69,4,Larkspur
94940,18,11,0,0,0,0,0,
94941,4580,1598,11,15,18,33,9,Mill Valley
94942,23,8,0,0,0,0,0,
94944,0,1,0,0,0,0,0,
94945,1436,489,24,22,36,58,30,Novato
94946,96,46,0,0,0,0,0,
94947,1696,561,9,11,16,27,14,Novato
94948,15,8,0,0,0,0,0,
94949,1564,548,10,23,0,23,10,Novato
94950,11,4,2,1,6,7,0,Olema
94951,293,122,0,0,0,0,0,
94952,2585,945,19,31,30,61,33,Petaluma
94953,22,9,0,0,0,0,0,
94954,2049,704,18,96,8,104,13,Petaluma
94955,6,8,0,0,0,0,0,
94956,106,46,3,9,0,9,0,Point Reyes Station
94957,438,159,2,3,0,3,0,Ross
94959,1,0,0,0,0,0,0,
94960,1922,674,17,29,8,37,2,San Anselmo
94963,71,26,0,0,0,0,0,
94964,16,5,0,0,0,0,0,
94965,1204,473,9,15,18,33,19,Sausalito
94966,18,9,0,0,0,0,0,
94970,48,18,3,12,0,12,4,Stinson Beach
94971,28,13,0,0,0,0,0,
94972,13,4,0,0,0,0,0,
94973,158,62,0,0,0,0,0,
94975,15,9,0,0,0,0,0,
94976,9,5,0,0,0,0,0,
94977,8,0,0,0,0,0,0,
94978,8,6,0,0,0,0,0,
94979,7,3,0,0,0,0,0,
95001,62,31,0,0,0,0,0,
95002,128,55,7,13,0,13,0,San Jose
95003,1849,742,4,10,4,14,6,Aptos
95004,186,76,0,0,0,0,0,
95005,321,136,0,0,0,0,0,
95006,471,218,0,0,0,0,0,
95007,23,9,0,0,0,0,0,
95008,4789,1828,58,148,14,162,68,Campbell
95009,9,4,0,0,0,0,0,
95010,481,163,6,16,29,45,2,Capitola
95011,17,12,0,0,0,0,0,
95012,167,36,0,0,0,0,0,
95013,4,2,0,0,0,0,0,
95014,9512,3697,129,283,52,335,115,Cupertino
95015,38,25,0,0,0,0,0,
95017,35,16,0,0,0,0,0,
95018,445,207,3,4,0,4,1,Felton
95019,92,14,0,0,0,0,0,
95020,4203,1393,29,35,88,123,40,Gilroy
95021,14,4,0,0,0,0,0,
95023,2373,604,17,18,57,75,23,Hollister
95024,10,6,0,0,0,0,0,
95030,2542,1192,17,42,3,45,36,Los Gatos
95031,39,29,0,0,0,0,0,
95032,4512,1930,10,16,32,48,27,Los Gatos
95033,1274,579,1,4,0,4,4,Los Gatos
95035,9146,2837,78,163,134,297,53,Milpitas
95036,15,10,0,0,0,0,0,
95037,5393,2217,21,39,22,61,32,Morgan Hill
95038,24,14,0,0,0,0,0,
95039,32,11,0,0,0,0,0,
95041,35,14,0,0,0,0,0,
95042,3,1,0,0,0,0,0,
95043,13,4,2,3,0,3,0,Paicines
95044,6,4,0,0,0,0,0,
95045,279,77,1,0,12,12,0,San Juan Bautista
95046,365,155,4,10,0,10,0,San Martin
95050,3270,965,41,121,14,135,21,Santa Clara
95051,6916,2016,18,30,14,44,10,Santa Clara
95052,11,6,0,0,0,0,0,
95053,4,0,5,10,0,10,0,Santa Clara
95054,3480,1166,295,625,24,649,72,Santa Clara
95055,18,6,0,0,0,0,0,
95056,7,5,0,0,0,0,0,
95060,2959,1243,26,65,11,76,25,Santa Cruz
95061,14,10,0,0,0,0,0,
95062,1885,695,4,6,16,22,22,Santa Cruz
95063,28,13,0,0,0,0,0,
95064,79,27,13,23,0,23,5,Santa Cruz
95065,602,258,3,14,0,14,10,Santa Cruz
95066,1345,537,7,12,16,28,18,Scotts Valley
95067,15,9,0,0,0,0,0,
95070,6737,3010,16,145,12,157,5,Saratoga
95071,6,4,0,0,0,0,0,
95073,715,267,1,0,6,6,0,Soquel
95075,24,10,0,0,0,0,0,
95076,1959,576,23,41,26,67,29,Watsonville
95077,12,2,0,0,0,0,0,
95087,0,1,0,0,0,0,0,
95101,1,0,0,0,0,0,0,
95103,2,0,0,0,0,0,0,
95104,2,0,0,0,0,0,0,
95106,1,0,0,0,0,0,0,
95108,1,1,0,0,0,0,0,
95109,6,2,0,0,0,0,0,
95110,1215,356,82,183,18,201,76,San Jose
95111,2841,742,2,2,6,8,2,San Jose
95112,3013,1048,90,239,16,255,35,San Jose
95113,334,108,64,136,0,136,29,San Jose
95115,1,0,0,0,0,0,0,
95116,1425,333,2,2,4,6,4,San Jose
95117,1977,624,51,145,2,147,50,San Jose
95118,3026,1123,14,57,77,134,97,San Jose
95119,1188,364,6,114,36,150,0,San Jose
95120,6427,3082,2,1,4,5,0,San Jose
95121,2838,861,6,3,76,79,20,San Jose
95122,1931,357,5,6,32,38,0,San Jose
95123,5358,2003,10,40,37,77,6,San Jose
95124,5847,2225,5,72,8,80,68,San Jose
95125,5625,2320,4,3,20,23,0,San Jose
95126,2871,1085,41,101,12,113,32,San Jose
95127,2895,792,2,0,20,20,0,San Jose
95128,2738,850,60,165,36,201,89,San Jose
95129,4844,1755,16,51,40,91,44,San Jose
95130,1379,531,0,0,0,0,0,
95131,3212,1064,28,47,19,66,10,San Jose
95132,3597,1084,1,1,3,4,4,San Jose
95133,2440,691,37,55,6,61,7,San Jose
95134,3564,1109,89,239,24,263,94,San Jose
95135,3300,1562,9,16,0,16,0,San Jose
95136,3933,1419,5,2,34,36,5,San Jose
95138,3187,1404,13,20,16,36,2,San Jose
95139,681,269,1,0,4,4,0,San Jose
95140,38,17,0,0,0,0,0,
95141,12,4,0,0,0,0,0,
95148,4177,1364,2,8,0,8,0,San Jose
95150,13,6,0,0,0,0,0,
95151,16,3,0,0,0,0,0,
95152,16,10,0,0,0,0,0,
95153,23,8,0,0,0,0,0,
95154,16,7,0,0,0,0,0,
95155,6,8,0,0,0,0,0,
95156,5,2,0,0,0,0,0,
95157,12,4,0,0,0,0,0,
95158,12,5,0,0,0,0,0,
95159,6,3,0,0,0,0,0,
95160,17,7,0,0,0,0,0,
95161,37,14,0,0,0,0,0,
95164,7,4,0,0,0,0,0,
95170,5,4,0,0,0,0,0,
95172,1,0,0,0,0,0,0,
95173,14,3,0,0,0,0,0,
95201,4,3,0,0,0,0,0,
95202,162,48,5,28,1,29,2,Stockton
95203,213,56,1,10,0,10,0,Stockton
95204,577,135,5,8,8,16,0,Stockton
95205,430,77,1,2,0,2,0,Stockton
95206,1304,250,4,22,16,38,0,Stockton
95207,842,191,13,38,18,56,16,Stockton
95208,9,1,0,0,0,0,0,
95209,1365,242,2,4,0,4,4,Stockton
95210,644,132,5,29,0,29,3,Stockton
95211,4,1,5,10,0,10,0,Stockton
95212,1195,209,4,16,13,29,1,Stockton
95213,12,4,0,0,0,0,0,
95215,345,72,1,7,0,7,0,Stockton
95219,1560,330,3,12,12,24,8,Stockton
95220,183,56,3,4,0,4,3,Acampo
95221,5,1,0,0,0,0,0,
95222,120,32,1,2,0,2,0,Angels Camp
95223,106,29,2,2,8,10,2,Bear Valley
95224,11,4,0,0,0,0,0,
95225,11,1,0,0,0,0,0,
95226,1,0,0,0,0,0,0,
95227,18,6,0,0,0,0,0,
95228,200,36,1,0,12,12,0,Copperopolis
95229,1,0,0,0,0,0,0,
95230,12,6,0,0,0,0,0,
95231,55,17,1,4,0,4,0,French Camp
95232,2,0,0,0,0,0,0,
95233,3,0,0,0,0,0,0,
95234,1,0,0,0,0,0,0,
95236,93,18,0,0,0,0,0,
95237,54,13,1,1,0,1,1,Lockeford
95240,957,230,15,28,0,28,6,Lodi
95241,21,5,0,0,0,0,0,
95242,1059,209,12,13,11,24,9,Lodi
95245,37,10,0,0,0,0,0,
95246,30,11,0,0,0,0,0,
95247,150,45,3,7,0,7,7,Murphys
95248,5,3,0,0,0,0,0,
95249,54,14,0,0,0,0,0,
95251,10,3,0,0,0,0,0,
95252,287,65,1,0,12,12,0,Valley Springs
95253,6,3,0,0,0,0,0,
95254,23,10,0,0,0,0,0,
95255,12,5,0,0,0,0,0,
95257,8,2,0,0,0,0,0,
95258,114,30,0,0,0,0,0,
95261,1,1,1,4,0,4,0,Oakdale
95267,9,1,0,0,0,0,0,
95269,16,3,0,0,0,0,0,
95301,707,161,4,9,18,27,0,Atwater
95303,17,5,0,0,0,0,0,
95304,786,224,8,12,19,31,9,Tracy
95305,3,1,1,10,0,10,0,Milpitas
95306,21,7,0,0,0,0,0,
95307,849,137,4,8,0,8,0,Ceres
95309,4,0,0,0,0,0,0,
95310,50,24,0,0,0,0,0,
95311,28,3,0,0,0,0,0,
95313,24,2,0,0,0,0,0,
95315,192,35,2,6,4,10,5,Delhi
95316,160,48,0,0,0,0,0,
95317,7,6,0,0,0,0,0,
95318,15,4,2,2,8,10,0,El Portal
95319,12,2,1,2,0,2,0,Empire
95320,257,57,2,6,0,6,0,Escalon
95321,144,39,11,11,19,30,10,Groveland
95322,133,33,5,1,68,69,12,Gustine
95323,18,8,0,0,0,0,0,
95324,130,22,0,0,0,0,0,
95325,1,0,0,0,0,0,0,
95326,294,56,2,2,2,4,0,Independence
95327,90,15,4,6,1,7,5,Jamestown
95328,97,16,0,0,0,0,0,
95329,48,17,0,0,0,0,0,
95330,3180,367,17,21,28,49,3,Lathrop
95333,21,4,0,0,0,0,0,
95334,347,56,1,0,12,12,0,Livingston
95335,8,3,0,0,0,0,0,
95336,1213,259,10,13,26,39,16,Manteca
95337,2989,428,42,66,40,106,20,Manteca
95338,194,57,3,4,12,16,2,Mariposa
95340,780,182,6,28,32,60,2,Merced
95341,390,69,4,7,0,7,0,Merced
95343,9,4,3,4,0,4,1,Merced
95344,12,1,0,0,0,0,0,
95345,10,1,1,3,0,3,3,Midpines
95346,26,0,0,0,0,0,0,
95347,1,0,0,0,0,0,0,
95348,664,123,4,7,1,8,5,Merced
95350,991,220,3,8,0,8,4,Modesto
95351,535,126,3,4,8,12,0,Modesto
95352,16,4,0,0,0,0,0,
95353,6,2,0,0,0,0,0,
95354,452,112,12,19,24,43,1,Modesto
95355,1658,345,6,2,5,7,0,Modesto
95356,1361,312,13,21,61,82,17,Modesto
95357,265,58,0,0,0,0,0,
95358,424,89,4,26,0,26,2,Modesto
95360,244,58,0,0,0,0,0,
95361,783,175,7,10,3,13,3,Oakdale
95363,1148,224,6,4,40,44,12,Patterson
95364,6,1,0,0,0,0,0,
95365,40,9,0,0,0,0,0,
95366,663,150,4,0,20,20,0,Ripon
95367,575,102,0,0,0,0,0,
95368,335,51,0,0,0,0,0,
95369,16,2,0,0,0,0,0,
95370,494,120,7,13,8,21,2,Sonora
95372,47,9,0,0,0,0,0,
95373,1,0,0,0,0,0,0,
95374,24,4,0,0,0,0,0,
95375,2,0,0,0,0,0,0,
95376,1818,426,17,30,24,54,2,Tracy
95377,3876,615,17,38,6,44,0,Tracy
95378,23,5,0,0,0,0,0,
95379,44,7,1,8,0,8,8,Tuolumne
95380,833,167,17,26,28,54,7,Turlock
95381,25,3,0,0,0,0,0,
95382,1364,263,4,9,0,9,9,Turlock
95383,93,21,1,2,0,2,2,Twain Harte
95385,4,1,0,0,0,0,0,
95386,171,40,1,2,0,2,2,Waterford
95387,15,1,2,0,4,4,0,Westley
95388,141,31,0,0,0,0,0,
95389,33,2,9,79,0,79,1,Yosemite National Park
95391,4304,1019,1,12,0,12,12,Mountain House
95401,1231,489,20,32,32,64,50,Santa Rosa
95402,40,18,1,1,0,1,0,Santa Rosa
95403,2223,640,29,97,6,103,20,Santa Rosa
95404,2671,890,11,21,0,21,11,Santa Rosa
95405,1248,523,4,7,0,7,5,Santa Rosa
95406,14,4,0,0,0,0,0,
95407,1097,349,30,58,10,68,12,Santa Rosa
95409,1771,599,1,2,0,2,0,Santa Rosa
95410,61,28,0,0,0,0,0,
95412,9,5,1,2,0,2,0,Annapolis
95413,2,0,0,0,0,0,0,
95415,40,15,1,6,0,6,0,Boonville
95416,10,7,0,0,0,0,0,
95418,6,0,0,0,0,0,0,
95419,16,7,0,0,0,0,0,
95420,30,15,0,0,0,0,0,
95421,63,28,0,0,0,0,0,
95422,167,33,1,3,0,3,0,Clearlake
95423,49,20,1,3,0,3,3,Clearlake Oaks
95424,4,0,0,0,0,0,0,
95425,400,175,5,6,2,8,2,Cloverdale
95426,51,17,0,0,0,0,0,
95427,19,13,0,0,0,0,0,
95428,13,6,0,0,0,0,0,
95429,3,0,0,0,0,0,0,
95430,5,4,0,0,0,0,0,
95431,3,2,0,0,0,0,0,
95432,20,9,2,3,0,3,3,Elk
95433,8,3,0,0,0,0,0,
95435,0,1,0,0,0,0,0,
95436,325,136,5,9,0,9,3,Forestville
95437,374,174,10,15,14,29,5,Fort Bragg
95438,0,0,1,2,0,2,2,Fulton
95439,18,13,2,3,0,3,3,Fulton
95441,119,52,5,9,8,17,7,Geyserville
95442,242,85,5,7,1,8,4,Glen Ellen
95443,3,1,0,0,0,0,0,
95444,83,38,0,0,0,0,0,
95445,148,73,0,0,0,0,0,
95446,249,92,3,7,0,7,5,Guerneville
95448,1315,489,52,101,6,107,47,Healdsburg
95449,43,17,3,7,2,9,5,Hopland
95450,27,12,3,6,0,6,6,Jenner
95451,232,77,1,1,0,1,0,Kelseyville
95452,120,53,2,1,2,3,1,Kenwood
95453,235,64,3,6,0,6,2,Lakeport
95454,36,7,4,2,10,12,10,Laytonville
95456,46,25,6,12,0,12,8,Little River
95457,51,22,0,0,0,0,0,
95458,35,10,0,0,0,0,0,
95459,28,10,0,0,0,0,0,
95460,170,81,7,25,0,25,25,Mendocino
95461,91,29,4,8,0,8,3,Middletown
95462,67,27,2,3,0,3,0,Monte Rio
95463,9,7,0,0,0,0,0,
95464,34,12,0,0,0,0,0,
95465,163,86,1,2,0,2,2,Occidental
95466,42,18,5,8,1,9,7,Philo
95467,247,80,0,0,0,0,0,
95468,56,29,2,7,0,7,2,Point Arena
95469,22,7,0,0,0,0,0,
95470,137,60,2,10,0,10,0,Redwood Valley
95471,6,6,0,0,0,0,0,
95472,2433,1107,12,16,14,30,9,Sebastopol
95473,31,15,1,19,0,19,0,Rutherford
95476,2100,823,20,28,17,45,18,Sonoma
95480,3,2,0,0,0,0,0,
95481,9,4,0,0,0,0,0,
95482,738,236,37,76,24,100,19,Ukiah
95484,1,0,0,0,0,0,0,
95485,24,8,2,2,8,10,2,Upper Lake
95486,6,4,0,0,0,0,0,
95487,11,6,0,0,0,0,0,
95488,7,6,0,0,0,0,0,
95490,221,82,6,10,6,16,10,Willits
95492,1427,506,15,30,12,42,21,Windsor
95493,3,1,0,0,0,0,0,
95494,9,3,0,0,0,0,0,
95496,0,1,0,0,0,0,0,
95497,80,43,4,8,0,8,3,Sea Ranch
95501,467,150,17,36,26,62,29,Eureka
95502,37,15,0,0,0,0,0,
95503,580,242,4,5,4,9,1,Eureka
95514,2,0,0,0,0,0,0,
95518,30,17,0,0,0,0,0,
95519,638,283,4,6,8,14,2,McKinleyville
95521,570,268,16,26,14,40,2,Arcata
95524,134,71,0,0,0,0,0,
95525,58,31,9,17,0,17,3,Blue Lake
95526,2,2,0,0,0,0,0,
95527,6,0,0,0,0,0,0,
95528,14,9,0,0,0,0,0,
95531,211,66,9,11,20,31,16,Crescent City
95534,1,2,0,0,0,0,0,
95536,50,18,4,5,0,5,5,Ferndale
95537,5,3,0,0,0,0,0,
95538,0,1,0,0,0,0,0,
95540,261,112,10,16,8,24,5,Fortuna
95542,39,19,5,5,5,10,5,Garberville
95543,16,8,0,0,0,0,0,
95545,4,1,0,0,0,0,0,
95546,15,0,6,40,8,48,12,Hoopa
95547,30,18,0,0,0,0,0,
95548,7,5,3,2,2,4,3,Klamath
95549,53,29,0,0,0,0,0,
95550,3,0,0,0,0,0,0,
95551,30,11,4,4,2,6,0,Loleta
95552,2,0,0,0,0,0,0,
95553,10,4,1,2,2,4,0,Miranda
95554,2,3,0,0,0,0,0,
95555,5,2,1,0,2,2,0,Orick
95556,4,1,1,2,0,2,0,Orleans
95558,6,4,0,0,0,0,0,
95559,2,0,0,0,0,0,0,
95560,32,15,1,2,0,2,0,Redway
95562,31,16,1,2,0,2,2,Rio Dell
95563,3,2,0,0,0,0,0,
95564,16,5,0,0,0,0,0,
95565,5,5,0,0,0,0,0,
95567,23,11,3,3,3,6,2,Smith River
95569,2,0,0,0,0,0,0,
95570,166,91,2,4,0,4,4,Trinidad
95571,6,4,0,0,0,0,0,
95573,37,14,2,2,1,3,2,Willow Creek
95585,3,1,1,1,2,3,0,Leggett
95587,3,1,0,0,0,0,0,
95589,23,10,1,4,0,4,0,Whitethorn
95595,0,1,0,0,0,0,0,
95600,1,0,0,0,0,0,0,
95601,20,5,2,4,0,4,0,Amador City
95602,694,205,0,0,0,0,0,
95603,1134,365,29,30,49,79,7,Auburn
95604,32,11,0,0,0,0,0,
95605,523,159,13,19,17,36,0,West Sacramento
95606,14,4,2,8,0,8,8,Brooks
95607,11,4,0,0,0,0,0,
95608,2687,730,12,24,32,56,1,Carmichael
95609,11,4,0,0,0,0,0,
95610,1372,280,5,15,18,33,1,Citrus Heights
95611,8,3,0,0,0,0,0,
95612,45,10,0,0,0,0,0,
95613,16,8,0,0,0,0,0,
95614,151,47,0,0,0,0,0,
95615,16,5,0,0,0,0,0,
95616,2709,938,34,110,26,136,73,Davis
95617,25,14,0,0,0,0,0,
95618,2051,778,14,21,18,39,12,Davis
95619,69,22,0,0,0,0,0,
95620,869,168,7,8,14,22,2,Dixon
95621,1027,209,7,44,6,50,6,Citrus Heights
95623,115,47,0,0,0,0,0,
95624,3755,800,4,1,18,19,1,Elk Grove
95625,7,0,0,0,0,0,0,
95626,172,47,0,0,0,0,0,
95627,61,15,5,9,0,9,0,Esparto
95628,2230,628,7,12,0,12,4,Fair Oaks
95629,25,21,0,0,0,0,0,
95630,7637,1675,57,161,66,227,48,Folsom
95631,150,41,0,0,0,0,0,
95632,817,173,5,4,24,28,6,Galt
95633,73,28,0,0,0,0,0,
95634,44,12,1,2,0,2,0,Georgetown
95635,21,8,0,0,0,0,0,
95636,7,9,0,0,0,0,0,
95637,15,2,0,0,0,0,0,
95638,68,23,0,0,0,0,0,
95639,13,1,0,0,0,0,0,
95640,203,52,1,4,0,4,0,Lone
95641,32,17,0,0,0,0,0,
95642,142,36,3,5,8,13,12,Jackson
95645,14,7,2,4,0,4,0,Knights Landing
95646,6,1,4,14,0,14,8,Kirkwood
95648,3521,690,23,47,8,55,13,Lincoln
95650,957,295,2,4,8,12,0,Loomis
95651,34,13,1,3,0,3,3,Lotus
95652,238,134,5,10,0,10,8,McClellan Park
95653,2,0,0,0,0,0,0,
95655,247,50,0,0,0,0,0,
95656,11,7,0,0,0,0,0,
95658,390,105,1,1,0,1,0,Newcastle
95659,10,3,0,0,0,0,0,
95660,643,124,2,1,3,4,0,North Highland
95661,1879,526,15,64,19,83,6,Roseville
95662,1064,300,1,0,2,2,0,Orangevale
95663,192,50,0,0,0,0,0,
95664,62,21,0,0,0,0,0,
95665,71,13,0,0,0,0,0,
95666,93,24,0,0,0,0,0,
95667,983,360,30,70,34,104,45,Placerville
95668,28,5,0,0,0,0,0,
95669,83,23,4,9,0,9,9,Plymouth
95670,2397,526,24,65,30,95,0,Rancho Cordova
95672,247,63,0,0,0,0,0,
95673,400,100,0,0,0,0,0,
95674,15,2,0,0,0,0,0,
95675,0,2,0,0,0,0,0,
95676,4,0,0,0,0,0,0,
95677,1698,456,24,34,64,98,21,Rocklin
95678,1783,454,35,54,85,139,42,Roseville
95679,4,4,0,0,0,0,0,
95680,3,0,0,0,0,0,0,
95681,16,8,0,0,0,0,0,
95682,1260,392,3,6,12,18,6,Cameron Park
95683,462,88,3,3,16,19,3,Rancho Murieta
95684,77,16,4,5,0,5,2,Somerset
95685,153,39,4,8,0,8,8,Sutter Creek
95686,16,4,0,0,0,0,0,
95687,2452,582,23,34,42,76,32,Vacaville
95688,1568,478,21,33,58,91,17,Vacaville
95689,28,10,0,0,0,0,0,
95690,68,15,0,0,0,0,0,
95691,1969,500,20,25,10,35,4,West Sacramento
95692,99,17,0,0,0,0,0,
95693,329,87,0,0,0,0,0,
95694,386,109,4,9,0,9,3,Winters
95695,831,218,19,42,8,50,7,Woodland
95696,10,11,0,0,0,0,0,
95697,4,1,0,0,0,0,0,
95698,6,1,0,0,0,0,0,
95699,4,1,0,0,0,0,0,
95701,27,4,0,0,0,0,0,
95703,51,20,0,0,0,0,0,
95709,138,27,0,0,0,0,0,
95712,11,2,0,0,0,0,0,
95713,245,75,5,2,16,18,2,Colfax
95714,8,0,0,0,0,0,0,
95715,2,1,0,0,0,0,0,
95717,5,1,0,0,0,0,0,
95720,2,2,0,0,0,0,0,
95722,289,106,0,0,0,0,0,
95724,6,2,0,0,0,0,0,
95726,162,40,5,3,15,18,3,Pollock Pines
95728,32,7,5,4,14,18,4,Soda Springs
95735,3,0,1,2,0,2,0,Twin Bridges
95736,23,5,0,0,0,0,0,
95741,23,4,0,0,0,0,0,
95742,2426,339,6,8,22,30,0,Rancho Cordova
95746,2348,757,6,8,8,16,3,Granite Bay
95747,7800,1187,8,14,14,28,4,Roseville
95757,5102,845,109,202,10,212,4,Elk Grove
95758,3355,698,16,25,47,72,27,Elk Grove
95759,13,4,0,0,0,0,0,
95762,5069,1575,11,17,14,31,8,El Dorado Hills
95763,28,10,0,0,0,0,0,
95765,3394,862,7,6,9,15,0,Rocklin
95776,1295,263,12,16,46,62,24,Woodland
95798,1,3,0,0,0,0,0,
95811,608,231,48,99,0,99,13,Sacramento
95812,47,5,0,0,0,0,0,
95813,3,1,0,0,0,0,0,
95814,721,645,146,333,34,367,46,Sacramento
95815,444,98,18,64,72,136,24,Sacramento
95816,2563,553,11,19,6,25,2,Sacramento
95817,505,150,57,185,8,193,74,Sacramento
95818,1723,543,2,0,12,12,6,Sacramento
95819,1365,417,8,43,0,43,15,Sacramento
95820,813,190,14,46,4,50,0,Sacramento
95821,1118,246,4,7,0,7,0,Sacramento
